user_id,gender
5921,f
5935,f
5938,f
5967,f
5979,f
5989,f
6001,f
6036,f
6063,f
6105,f
6117,f
6135,f
6139,f
6157,f
6158,f
6172,f
6173,f
6174,f
6178,f
6179,f
6188,f
6189,f
6201,f
6208,f
6213,f
6217,f
6221,f
6223,f
6246,f
6250,f
6266,f
6269,f
6283,f
6297,f
6310,f
6333,f
6357,f
6361,f
6373,f
6380,f
6423,f
6443,f
6466,f
6476,f
6482,f
6507,f
6508,f
6515,f
6518,f
6519,f
6535,f
6537,f
6551,f
6553,f
6568,f
6590,f
6592,f
6597,f
6602,f
6604,f
6616,f
6637,f
6640,f
6656,f
6688,f
6693,f
6695,f
6698,f
6712,f
6723,f
6732,f
6741,f
6781,f
6801,f
6803,f
6814,f
6819,f
6832,f
6846,f
6863,f
6866,f
6874,f
6883,f
6892,f
6902,f
6910,f
6912,f
6916,f
6935,f
6936,f
6972,f
6983,f
6986,f
6992,f
6995,f
7000,f
7010,f
7032,f
7071,f
7091,f
7103,f
7116,f
7132,f
7135,f
7152,f
7170,f
7177,f
7183,f
7212,f
7215,f
7218,f
7240,f
7245,f
7247,f
7253,f
7258,f
7277,f
7284,f
7287,f
7323,f
7342,f
7346,f
7351,f
7357,f
7367,f
7374,f
7377,f
7379,f
7383,f
7388,f
7423,f
7433,f
7443,f
7444,f
7488,f
7496,f
7515,f
7535,f
7537,f
7538,f
7553,f
7555,f
7556,f
7560,f
7564,f
7582,f
7598,f
7618,f
7623,f
7625,f
7635,f
7645,f
7655,f
7678,f
7680,f
7703,f
7729,f
7736,f
7738,f
7748,f
7749,f
7753,f
7764,f
7766,f
7782,f
7786,f
7787,f
7812,f
7818,f
7823,f
7829,f
7843,f
7864,f
7877,f
7889,f
7901,f
7922,f
7933,f
7958,f
7960,f
7964,f
7969,f
7971,f
7986,f
8009,f
8031,f
8061,f
8063,f
8064,f
8071,f
8078,f
8101,f
8108,f
8120,f
8122,f
8136,f
8159,f
8160,f
8161,f
8171,f
8175,f
8195,f
8208,f
8233,f
8243,f
8293,f
8300,f
8304,f
8315,f
8333,f
8338,f
8410,f
8431,f
8441,f
8444,f
8470,f
8479,f
8483,f
8499,f
8508,f
8520,f
8535,f
8540,f
8545,f
8548,f
8550,f
8556,f
8584,f
8609,f
8612,f
8616,f
8634,f
8643,f
8660,f
8687,f
8705,f
8712,f
8723,f
8725,f
8746,f
8759,f
8806,f
8812,f
8814,f
8820,f
8831,f
8836,f
8852,f
8855,f
8862,f
8881,f
8894,f
8924,f
8928,f
8932,f
8933,f
8941,f
8977,f
8983,f
8987,f
9014,f
9036,f
9045,f
9057,f
9068,f
9082,f
9086,f
9093,f
9135,f
9139,f
9157,f
9169,f
9173,f
9225,f
9249,f
9264,f
9276,f
9297,f
9301,f
9303,f
9308,f
9316,f
9324,f
9340,f
9341,f
9351,f
9352,f
9366,f
9376,f
9379,f
9398,f
9420,f
9430,f
9435,f
9437,f
9441,f
9443,f
9451,f
9453,f
9467,f
9512,f
9518,f
9546,f
9550,f
9551,f
9556,f
9558,f
9573,f
9580,f
9584,f
9594,f
9601,f
9611,f
9612,f
9620,f
9622,f
9631,f
9639,f
9648,f
9655,f
9657,f
9670,f
9671,f
9680,f
9682,f
9687,f
9718,f
9728,f
9750,f
9787,f
9800,f
9807,f
9808,f
9829,f
9834,f
9844,f
9850,f
9861,f
9868,f
9876,f
9879,f
9886,f
9910,f
9915,f
9947,f
9957,f
9963,f
9968,f
9969,f
9993,f
9998,f
10008,f
10012,f
10021,f
10048,f
10059,f
10064,f
10067,f
10078,f
10113,f
10128,f
10139,f
10155,f
10159,f
10194,f
10218,f
10227,f
10228,f
10267,f
10268,f
10294,f
10309,f
10317,f
10321,f
10329,f
10339,f
10347,f
10352,f
10358,f
10374,f
10384,f
10394,f
10406,f
10408,f
10412,f
10414,f
10426,f
10428,f
10429,f
10433,f
10449,f
10450,f
10457,f
10459,f
10461,f
10462,f
10468,f
10483,f
10488,f
10502,f
10504,f
10534,f
10535,f
10536,f
10546,f
10561,f
10572,f
10579,f
10584,f
10585,f
10598,f
10599,f
10604,f
10613,f
10614,f
10619,f
10654,f
10660,f
10690,f
10702,f
10723,f
10738,f
10739,f
10740,f
10770,f
10783,f
10818,f
10877,f
10878,f
10896,f
10901,f
10912,f
10929,f
10930,f
10940,f
10941,f
10955,f
10959,f
10983,f
10995,f
11010,f
11018,f
11032,f
11042,f
11077,f
11080,f
11082,f
11097,f
11098,f
11102,f
11166,f
11170,f
11182,f
11185,f
11192,f
11193,f
11207,f
11265,f
11278,f
11279,f
11281,f
11292,f
11295,f
11296,f
11302,f
11305,f
11312,f
11332,f
11373,f
11376,f
11390,f
11400,f
11404,f
11440,f
11444,f
11448,f
11469,f
11484,f
11486,f
11492,f
11502,f
11515,f
11522,f
11525,f
11528,f
11536,f
11543,f
11546,f
11566,f
11583,f
11586,f
11600,f
11616,f
11620,f
11623,f
11637,f
11644,f
11655,f
11662,f
11667,f
11689,f
11713,f
11724,f
11727,f
11756,f
11778,f
11794,f
11854,f
11881,f
11886,f
11891,f
11907,f
11910,f
11922,f
11929,f
11935,f
11945,f
11952,f
11963,f
11975,f
11997,f
12006,f
12018,f
12023,f
12030,f
12031,f
12035,f
12036,f
12049,f
12055,f
12057,f
12068,f
12073,f
12079,f
12080,f
12085,f
12089,f
12097,f
12108,f
12117,f
12125,f
12140,f
12142,f
12167,f
12174,f
12175,f
12191,f
12210,f
12216,f
12235,f
12239,f
12243,f
12244,f
12246,f
12248,f
12265,f
12284,f
12313,f
12317,f
12324,f
12338,f
12346,f
12351,f
12369,f
12382,f
12384,f
12387,f
12391,f
12394,f
12405,f
12425,f
12430,f
12444,f
12465,f
12492,f
12496,f
12510,f
12519,f
12527,f
12549,f
12555,f
12559,f
12572,f
12573,f
12579,f
12584,f
12585,f
12590,f
12612,f
12620,f
12634,f
12645,f
12648,f
12680,f
12687,f
12696,f
12707,f
12727,f
12753,f
12760,f
12761,f
12883,f
12887,f
12897,f
12903,f
12904,f
12912,f
12914,f
12948,f
12951,f
12970,f
12983,f
12988,f
12996,f
13004,f
13013,f
13022,f
13030,f
13044,f
13059,f
13065,f
13071,f
13088,f
13115,f
13117,f
13121,f
13138,f
13142,f
13159,f
13160,f
13170,f
13202,f
13206,f
13211,f
13215,f
13216,f
13247,f
13259,f
13293,f
13302,f
13327,f
13336,f
13338,f
13339,f
13362,f
13372,f
13393,f
13397,f
13402,f
13415,f
13423,f
13430,f
13432,f
13436,f
13441,f
13491,f
13515,f
13518,f
13523,f
13577,f
13578,f
13581,f
13587,f
13604,f
13606,f
13617,f
13622,f
13625,f
13652,f
13716,f
13730,f
13742,f
13761,f
13767,f
13772,f
13783,f
13785,f
13786,f
13790,f
13801,f
13808,f
13810,f
13813,f
13822,f
13829,f
13834,f
13839,f
13855,f
13858,f
13861,f
13866,f
13883,f
13887,f
13904,f
13915,f
13919,f
13931,f
13967,f
13987,f
13996,f
13998,f
14006,f
14058,f
14068,f
14070,f
14153,f
14168,f
14170,f
14172,f
14175,f
14208,f
14210,f
14215,f
14226,f
14236,f
14238,f
14240,f
14247,f
14251,f
14280,f
14302,f
14304,f
14322,f
14329,f
14338,f
14342,f
14346,f
14348,f
14350,f
14364,f
14370,f
14383,f
14388,f
14394,f
14424,f
14437,f
14444,f
14482,f
14491,f
14509,f
14516,f
14536,f
14569,f
14571,f
14583,f
14599,f
14611,f
14615,f
14626,f
14628,f
14640,f
14644,f
14674,f
14704,f
14714,f
14717,f
14721,f
14725,f
14737,f
14744,f
14746,f
14752,f
14770,f
14791,f
14815,f
14823,f
14827,f
14830,f
14831,f
14846,f
14849,f
14855,f
14865,f
14868,f
14886,f
14894,f
14903,f
14907,f
14916,f
14924,f
14926,f
14945,f
14950,f
14952,f
14954,f
14976,f
14977,f
15010,f
15019,f
15045,f
15048,f
15049,f
15050,f
15051,f
15072,f
15074,f
15077,f
15081,f
15083,f
15110,f
15118,f
15120,f
15143,f
15186,f
15207,f
15243,f
15245,f
15251,f
15265,f
15310,f
15319,f
15333,f
15335,f
15339,f
15350,f
15363,f
15371,f
15382,f
15387,f
15413,f
15420,f
15432,f
15435,f
15477,f
15488,f
15489,f
15491,f
15492,f
15500,f
15503,f
15508,f
15510,f
15531,f
15532,f
15538,f
15554,f
15558,f
15574,f
15586,f
15590,f
15600,f
15612,f
15635,f
15652,f
15653,f
15665,f
15670,f
15671,f
15679,f
15689,f
15693,f
15708,f
15731,f
15737,f
15747,f
15766,f
15769,f
15773,f
15829,f
15837,f
15846,f
15856,f
15865,f
15880,f
15889,f
15900,f
15902,f
15910,f
15917,f
15919,f
15920,f
15922,f
15947,f
15949,f
15965,f
15972,f
15974,f
15978,f
15979,f
15997,f
16008,f
16036,f
16047,f
16054,f
16066,f
16099,f
16102,f
16117,f
16126,f
16127,f
16149,f
16150,f
16183,f
16184,f
16186,f
16210,f
16219,f
16225,f
16236,f
16238,f
16243,f
16257,f
16299,f
16322,f
16331,f
16340,f
16348,f
16376,f
16382,f
16421,f
16446,f
16448,f
16457,f
16460,f
16475,f
16476,f
16504,f
16505,f
16512,f
16520,f
16528,f
16533,f
16540,f
16543,f
16548,f
16560,f
16567,f
16580,f
16584,f
16590,f
16592,f
16596,f
16622,f
16653,f
16658,f
16668,f
16691,f
16705,f
16710,f
16726,f
16749,f
16767,f
16777,f
16802,f
16812,f
16818,f
16827,f
16829,f
16831,f
16835,f
16851,f
16855,f
16866,f
16869,f
16898,f
16920,f
16922,f
16942,f
16948,f
16955,f
16979,f
16983,f
16992,f
16996,f
17005,f
17010,f
17038,f
17044,f
17045,f
17086,f
17101,f
17102,f
17136,f
17161,f
17205,f
17208,f
17219,f
17245,f
17250,f
17252,f
17263,f
17299,f
17328,f
17330,f
17337,f
17341,f
17358,f
17360,f
17364,f
17365,f
17369,f
17384,f
17391,f
17402,f
17420,f
17425,f
17454,f
17460,f
17462,f
17464,f
17472,f
17484,f
17508,f
17519,f
17520,f
17521,f
17523,f
17530,f
17543,f
17561,f
17570,f
17586,f
17587,f
17590,f
17600,f
17601,f
17614,f
17625,f
17627,f
17643,f
17648,f
17656,f
17657,f
17660,f
17683,f
17687,f
17703,f
17751,f
17763,f
17776,f
17778,f
17820,f
17833,f
17841,f
17846,f
17847,f
17864,f
17868,f
17880,f
17898,f
17901,f
17917,f
17919,f
17920,f
17956,f
17958,f
17959,f
17963,f
17964,f
17986,f
17988,f
17993,f
18003,f
18005,f
18031,f
18043,f
18055,f
18066,f
18081,f
18091,f
18105,f
18127,f
18140,f
18151,f
18152,f
18161,f
18169,f
18170,f
18171,f
18207,f
18208,f
18214,f
18228,f
18260,f
18261,f
18273,f
18295,f
18338,f
18361,f
18364,f
18378,f
18379,f
18384,f
18425,f
18426,f
18431,f
18433,f
18442,f
18449,f
18450,f
18467,f
18525,f
18543,f
18550,f
18551,f
18559,f
18561,f
18578,f
18594,f
18603,f
18612,f
18637,f
18646,f
18675,f
18679,f
18691,f
18720,f
18744,f
18747,f
18769,f
18781,f
18783,f
18786,f
18795,f
18803,f
18804,f
18814,f
18820,f
18823,f
18844,f
18850,f
18882,f
18891,f
18919,f
18951,f
18957,f
18965,f
18970,f
18975,f
18996,f
19011,f
19027,f
19039,f
19048,f
19063,f
19065,f
19070,f
19080,f
19085,f
19092,f
19101,f
19113,f
19118,f
19137,f
19147,f
19159,f
19163,f
19173,f
19176,f
19196,f
19204,f
19207,f
19222,f
19237,f
19238,f
19252,f
19262,f
19263,f
19282,f
19292,f
19306,f
19321,f
19328,f
19336,f
19338,f
19348,f
19354,f
19358,f
19369,f
19396,f
19402,f
19426,f
19449,f
19453,f
19469,f
19486,f
19494,f
19504,f
19518,f
19521,f
19531,f
19547,f
19556,f
19560,f
19561,f
19562,f
19563,f
19565,f
19590,f
19599,f
19600,f
19606,f
19642,f
19646,f
19652,f
19658,f
19669,f
19671,f
19674,f
19677,f
19701,f
19716,f
19723,f
19724,f
19739,f
19756,f
19762,f
19764,f
19776,f
19789,f
19792,f
19796,f
19805,f
19806,f
19822,f
19839,f
19843,f
19845,f
19868,f
19874,f
19894,f
19918,f
19921,f
19943,f
19955,f
19964,f
19965,f
19972,f
20004,f
20031,f
20043,f
20054,f
20060,f
20071,f
20083,f
20089,f
20099,f
20109,f
20110,f
20120,f
20123,f
20148,f
20157,f
20164,f
20187,f
20190,f
20201,f
20206,f
20214,f
20246,f
20253,f
20264,f
20265,f
20276,f
20282,f
20295,f
20296,f
20298,f
20304,f
20327,f
20347,f
20375,f
20383,f
20415,f
20421,f
20432,f
20435,f
20454,f
20465,f
20471,f
20484,f
20493,f
20496,f
20519,f
20521,f
20522,f
20523,f
20524,f
20540,f
20541,f
20543,f
20568,f
20591,f
20592,f
20597,f
20599,f
20615,f
20630,f
20637,f
20669,f
20670,f
20677,f
20683,f
20684,f
20691,f
20702,f
20708,f
20714,f
20744,f
20757,f
20759,f
20764,f
20773,f
20777,f
20797,f
20819,f
20828,f
20835,f
20839,f
20855,f
20861,f
20877,f
20908,f
20918,f
20925,f
20970,f
20992,f
21004,f
21008,f
21034,f
21037,f
21039,f
21050,f
21053,f
21075,f
21079,f
21080,f
21083,f
21092,f
21095,f
21097,f
21103,f
21141,f
21166,f
21187,f
21207,f
21208,f
21217,f
21223,f
21232,f
21233,f
21271,f
21275,f
21285,f
21324,f
21326,f
21340,f
21356,f
21359,f
21380,f
21392,f
21410,f
21437,f
21462,f
21466,f
21486,f
21496,f
21499,f
21528,f
21585,f
21587,f
21591,f
21627,f
21652,f
21658,f
21669,f
21675,f
21688,f
21691,f
21700,f
21720,f
21733,f
21759,f
21768,f
21773,f
21775,f
21776,f
21804,f
21805,f
21843,f
21862,f
21873,f
21883,f
21908,f
21914,f
21927,f
21933,f
21961,f
21987,f
21991,f
22003,f
22011,f
22047,f
22069,f
22073,f
22094,f
22095,f
22106,f
22116,f
22143,f
22144,f
22150,f
22175,f
22191,f
22207,f
22211,f
22220,f
22231,f
22241,f
22253,f
22258,f
22275,f
22297,f
22308,f
22310,f
22311,f
22318,f
22331,f
22351,f
22361,f
22380,f
22401,f
22416,f
22468,f
22475,f
22491,f
22515,f
22522,f
22531,f
22545,f
22550,f
22557,f
22560,f
22563,f
22587,f
22606,f
22621,f
22644,f
22660,f
22670,f
22674,f
22683,f
22684,f
22688,f
22700,f
22702,f
22709,f
22726,f
22730,f
22739,f
22744,f
22770,f
22787,f
22789,f
22808,f
22822,f
22856,f
22892,f
22898,f
22902,f
22905,f
22908,f
22912,f
22924,f
22935,f
22936,f
22955,f
22974,f
22984,f
22988,f
23002,f
23007,f
23015,f
23028,f
23029,f
23058,f
23063,f
23067,f
23072,f
23076,f
23077,f
23083,f
23100,f
23133,f
23149,f
23178,f
23183,f
23191,f
23194,f
23203,f
23204,f
23225,f
23231,f
23232,f
23242,f
23248,f
23254,f
23265,f
23268,f
23280,f
23290,f
23334,f
23347,f
23364,f
23366,f
23370,f
23385,f
23400,f
23441,f
23445,f
23454,f
23466,f
23470,f
23486,f
23489,f
23499,f
23511,f
23514,f
23516,f
23552,f
23563,f
23566,f
23580,f
23581,f
23584,f
23588,f
23598,f
23611,f
23614,f
23615,f
23640,f
23647,f
23651,f
23663,f
23665,f
23676,f
23678,f
23683,f
23706,f
23714,f
23715,f
23724,f
23753,f
23764,f
23767,f
23783,f
23792,f
23798,f
23805,f
23847,f
23850,f
23857,f
23880,f
23889,f
23894,f
23897,f
23938,f
23947,f
23970,f
23980,f
23983,f
24005,f
24009,f
24023,f
24028,f
24038,f
24067,f
24079,f
24081,f
24096,f
24098,f
24114,f
24120,f
24179,f
24181,f
24192,f
24197,f
24200,f
24202,f
24221,f
24256,f
24261,f
24271,f
24275,f
24286,f
24287,f
24293,f
24306,f
24314,f
24331,f
24347,f
24370,f
24380,f
24400,f
24412,f
24424,f
24449,f
24504,f
24509,f
24516,f
24533,f
24537,f
24539,f
24542,f
24546,f
24565,f
24566,f
24569,f
24575,f
24580,f
24587,f
24591,f
24600,f
24612,f
24615,f
24620,f
24626,f
24640,f
24653,f
24654,f
24690,f
24695,f
24706,f
24708,f
24710,f
24717,f
24719,f
24730,f
24747,f
24757,f
24769,f
24787,f
24804,f
24812,f
24823,f
24829,f
24857,f
24865,f
24875,f
24903,f
24926,f
24928,f
24930,f
24932,f
24933,f
24942,f
24958,f
24959,f
24960,f
24974,f
24975,f
25005,f
25008,f
25021,f
25028,f
25035,f
25042,f
25043,f
25056,f
25065,f
25069,f
25099,f
25106,f
25108,f
25120,f
25121,f
25133,f
25185,f
25195,f
25201,f
25227,f
25234,f
25266,f
25291,f
25314,f
25330,f
25341,f
25370,f
25379,f
25400,f
25405,f
25409,f
25450,f
25453,f
25458,f
25459,f
25468,f
25479,f
25483,f
25493,f
25495,f
25499,f
25522,f
25526,f
25531,f
25537,f
25544,f
25548,f
25569,f
25583,f
25592,f
25606,f
25624,f
25626,f
25635,f
25666,f
25667,f
25681,f
25704,f
25713,f
25714,f
25716,f
25728,f
25756,f
25761,f
25770,f
25793,f
25795,f
25803,f
25854,f
25857,f
25858,f
25862,f
25866,f
25879,f
25889,f
25910,f
25922,f
25932,f
25956,f
25967,f
25983,f
25985,f
26001,f
26019,f
26032,f
26043,f
26056,f
26061,f
26070,f
26080,f
26092,f
26123,f
26146,f
26157,f
26160,f
26168,f
26171,f
26179,f
26187,f
26191,f
26192,f
26196,f
26213,f
26216,f
26217,f
26226,f
26260,f
26262,f
26263,f
26276,f
26280,f
26283,f
26291,f
26296,f
26335,f
26358,f
26403,f
26411,f
26413,f
26418,f
26448,f
26457,f
26460,f
26465,f
26480,f
26513,f
26517,f
26557,f
26558,f
26569,f
26579,f
26580,f
26583,f
26588,f
26589,f
26595,f
26613,f
26627,f
26631,f
26649,f
26651,f
26671,f
26680,f
26683,f
26701,f
26705,f
26709,f
26712,f
26715,f
26716,f
26718,f
26726,f
26730,f
26736,f
26742,f
26757,f
26758,f
26770,f
26778,f
26784,f
26786,f
26790,f
26804,f
26813,f
26815,f
26824,f
26829,f
26834,f
26835,f
26842,f
26846,f
26861,f
26866,f
26867,f
26870,f
26874,f
26875,f
26888,f
26889,f
26895,f
26920,f
26927,f
26933,f
26934,f
26939,f
26942,f
26973,f
26975,f
26989,f
26994,f
27033,f
27043,f
27052,f
27081,f
27088,f
27094,f
27119,f
27126,f
27142,f
27148,f
27151,f
27154,f
27197,f
27206,f
27224,f
27228,f
27231,f
27294,f
27309,f
27311,f
27322,f
27326,f
27343,f
27356,f
27358,f
27361,f
27369,f
27386,f
27392,f
27395,f
27434,f
27436,f
27440,f
27443,f
27447,f
27469,f
27472,f
27486,f
27499,f
27510,f
27520,f
27523,f
27526,f
27528,f
27540,f
27547,f
27549,f
27563,f
27575,f
27596,f
27604,f
27629,f
27631,f
27638,f
27644,f
27725,f
27728,f
27751,f
27761,f
27762,f
27763,f
27778,f
27781,f
27783,f
27790,f
27798,f
27801,f
27810,f
27841,f
27842,f
27848,f
27850,f
27854,f
27873,f
27874,f
27875,f
27891,f
27894,f
27898,f
27907,f
27911,f
27935,f
27936,f
27960,f
27983,f
27999,f
28020,f
28023,f
28024,f
28029,f
28030,f
28037,f
28048,f
28063,f
28068,f
28074,f
28099,f
28100,f
28103,f
28110,f
28112,f
28113,f
28118,f
28142,f
28148,f
28164,f
28198,f
28206,f
28227,f
28228,f
28229,f
28282,f
28292,f
28294,f
28299,f
28304,f
28338,f
28342,f
28354,f
28361,f
28370,f
28384,f
28389,f
28419,f
28422,f
28433,f
28439,f
28448,f
28461,f
28477,f
28506,f
28523,f
28524,f
28547,f
28596,f
28600,f
28612,f
28623,f
28635,f
28653,f
28659,f
28662,f
28663,f
28666,f
28698,f
28700,f
28705,f
28751,f
28774,f
28805,f
28809,f
28814,f
28829,f
28831,f
28843,f
28846,f
28863,f
28882,f
28884,f
28891,f
28892,f
28909,f
28925,f
28933,f
28961,f
28970,f
28997,f
28998,f
29001,f
29015,f
29025,f
29026,f
29044,f
29051,f
29059,f
29086,f
29096,f
29101,f
29112,f
29122,f
29128,f
29136,f
29190,f
29206,f
29215,f
29226,f
29231,f
29249,f
29262,f
29263,f
29271,f
29277,f
29280,f
29284,f
29285,f
29286,f
29290,f
29296,f
29297,f
29302,f
29304,f
29305,f
29331,f
29335,f
29378,f
29394,f
29406,f
29412,f
29436,f
29440,f
29445,f
29447,f
29449,f
29456,f
29481,f
29501,f
29509,f
29510,f
29513,f
29533,f
29540,f
29548,f
29559,f
29562,f
29567,f
29588,f
29622,f
29629,f
29652,f
29664,f
29668,f
29674,f
29681,f
29685,f
29705,f
29707,f
29712,f
29716,f
29724,f
29760,f
29763,f
29766,f
29767,f
29774,f
29789,f
29796,f
29807,f
29830,f
29847,f
29863,f
29882,f
29889,f
29908,f
29959,f
29982,f
29999,f
30015,f
30043,f
30045,f
30072,f
30089,f
30093,f
30100,f
30146,f
30148,f
30155,f
30165,f
30174,f
30199,f
30210,f
30213,f
30220,f
30222,f
30223,f
30260,f
30270,f
30279,f
30297,f
30337,f
30338,f
30347,f
30351,f
30382,f
30391,f
30392,f
30394,f
30396,f
30397,f
30411,f
30413,f
30422,f
30431,f
30435,f
30439,f
30444,f
30476,f
30478,f
30496,f
30501,f
30511,f
30534,f
30541,f
30544,f
30546,f
30547,f
30551,f
30554,f
30580,f
30590,f
30608,f
30616,f
30621,f
30629,f
30631,f
30646,f
30647,f
30657,f
30667,f
30670,f
30680,f
30726,f
30736,f
30746,f
30766,f
30773,f
30799,f
30830,f
30850,f
30858,f
30862,f
30869,f
30883,f
30916,f
30957,f
30978,f
31007,f
31013,f
31042,f
31043,f
31047,f
31050,f
31067,f
31068,f
31096,f
31113,f
31120,f
31126,f
31134,f
31137,f
31142,f
31149,f
31150,f
31180,f
31188,f
31209,f
31218,f
31232,f
31236,f
31237,f
31240,f
31263,f
31265,f
31316,f
31332,f
31348,f
31363,f
31374,f
31375,f
31379,f
31388,f
31397,f
31401,f
31406,f
31408,f
31418,f
31419,f
31432,f
31438,f
31440,f
31457,f
31464,f
31467,f
31471,f
31473,f
31480,f
31483,f
31499,f
31502,f
31510,f
31550,f
31558,f
31565,f
31573,f
31578,f
31590,f
31600,f
31609,f
31615,f
31616,f
31633,f
31646,f
31650,f
31653,f
31656,f
31663,f
31672,f
31683,f
31692,f
31699,f
31707,f
31729,f
31743,f
31744,f
31752,f
31762,f
31767,f
31776,f
31787,f
31797,f
31809,f
31820,f
31837,f
31840,f
31842,f
31851,f
31855,f
31857,f
31860,f
31876,f
31877,f
31881,f
31883,f
31917,f
31929,f
31930,f
31936,f
31954,f
31956,f
31959,f
31963,f
31981,f
31988,f
32001,f
32003,f
32007,f
32032,f
32039,f
32066,f
32068,f
32071,f
32077,f
32089,f
32108,f
32113,f
32125,f
32151,f
32154,f
32171,f
32175,f
32177,f
32180,f
32202,f
32207,f
32228,f
32247,f
32265,f
