order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,order_date,order_year,order_month,order_day
1937,1541,cancelled,f,2026-03-04 16:53:41+00:00,,,,1,2026-03-04,2026.0,3.0,4.0
1961,1558,cancelled,f,2025-02-26 02:48:37+00:00,,,,1,2025-02-26,2025.0,2.0,26.0
1977,1569,cancelled,f,2026-01-10 04:40:06+00:00,,,,1,2026-01-10,2026.0,1.0,10.0
2007,1594,cancelled,f,2025-03-10 12:13:06+00:00,,,,1,2025-03-10,2025.0,3.0,10.0
2009,1594,cancelled,f,2025-06-20 06:32:50+00:00,,,,1,2025-06-20,2025.0,6.0,20.0
2030,1612,cancelled,f,2024-12-04 13:07:21+00:00,,,,1,2024-12-04,2024.0,12.0,4.0
2035,1615,cancelled,f,2024-06-05 18:04:33+00:00,,,,1,2024-06-05,2024.0,6.0,5.0
2085,1655,cancelled,f,2025-11-28 20:10:32+00:00,,,,1,2025-11-28,2025.0,11.0,28.0
2121,1682,cancelled,f,2025-09-05 21:07:32+00:00,,,,2,2025-09-05,2025.0,9.0,5.0
2125,1686,cancelled,f,2023-05-24 02:56:06+00:00,,,,3,2023-05-24,2023.0,5.0,24.0
2130,1691,cancelled,f,2024-10-05 02:44:28+00:00,,,,1,2024-10-05,2024.0,10.0,5.0
2138,1697,cancelled,f,2024-12-10 01:03:24+00:00,,,,1,2024-12-10,2024.0,12.0,10.0
2182,1728,cancelled,f,2024-12-10 07:12:38+00:00,,,,1,2024-12-10,2024.0,12.0,10.0
2195,1736,cancelled,f,,,,,1,,,,
2201,1741,cancelled,f,2025-09-25 19:16:11+00:00,,,,1,2025-09-25,2025.0,9.0,25.0
2204,1742,cancelled,f,2025-05-27 09:45:49+00:00,,,,2,2025-05-27,2025.0,5.0,27.0
2210,1746,cancelled,f,2021-11-09 11:07:49+00:00,,,,2,2021-11-09,2021.0,11.0,9.0
2211,1746,cancelled,f,2024-01-26 10:40:57+00:00,,,,4,2024-01-26,2024.0,1.0,26.0
2214,1749,cancelled,f,2025-04-12 06:20:54+00:00,,,,2,2025-04-12,2025.0,4.0,12.0
2218,1753,cancelled,f,2023-10-18 17:27:48+00:00,,,,1,2023-10-18,2023.0,10.0,18.0
2220,1754,cancelled,f,2024-12-07 01:27:26+00:00,,,,1,2024-12-07,2024.0,12.0,7.0
2225,1757,cancelled,f,2025-03-23 23:06:29+00:00,,,,1,2025-03-23,2025.0,3.0,23.0
2235,1763,cancelled,f,2023-06-11 15:35:35+00:00,,,,1,2023-06-11,2023.0,6.0,11.0
2245,1768,cancelled,f,2026-03-08 13:47:59+00:00,,,,4,2026-03-08,2026.0,3.0,8.0
2252,1774,cancelled,f,2024-02-01 07:52:40+00:00,,,,1,2024-02-01,2024.0,2.0,1.0
2253,1775,cancelled,f,2025-01-25 21:40:06+00:00,,,,1,2025-01-25,2025.0,1.0,25.0
2258,1780,cancelled,f,2025-10-06 08:58:17+00:00,,,,1,2025-10-06,2025.0,10.0,6.0
2264,1785,cancelled,f,2025-07-10 20:08:44+00:00,,,,1,2025-07-10,2025.0,7.0,10.0
2293,1810,cancelled,f,2025-10-19 01:56:45+00:00,,,,2,2025-10-19,2025.0,10.0,19.0
2304,1823,cancelled,f,2025-02-19 01:48:20+00:00,,,,1,2025-02-19,2025.0,2.0,19.0
2308,1826,cancelled,f,2021-02-22 01:37:27+00:00,,,,4,2021-02-22,2021.0,2.0,22.0
2348,1862,cancelled,f,2024-06-30 14:21:31+00:00,,,,1,2024-06-30,2024.0,6.0,30.0
2355,1865,cancelled,f,2025-10-26 02:43:52+00:00,,,,1,2025-10-26,2025.0,10.0,26.0
2380,1889,cancelled,f,2019-11-13 22:31:37+00:00,,,,2,2019-11-13,2019.0,11.0,13.0
2386,1894,cancelled,f,2024-05-02 20:56:06+00:00,,,,2,2024-05-02,2024.0,5.0,2.0
2400,1906,cancelled,f,2023-08-19 03:23:54+00:00,,,,1,2023-08-19,2023.0,8.0,19.0
2414,1919,cancelled,f,2025-09-26 05:38:57+00:00,,,,1,2025-09-26,2025.0,9.0,26.0
2448,1946,cancelled,f,2025-11-09 07:59:04+00:00,,,,1,2025-11-09,2025.0,11.0,9.0
2460,1959,cancelled,f,2024-12-31 15:46:57+00:00,,,,1,2024-12-31,2024.0,12.0,31.0
2464,1963,cancelled,f,2025-12-18 15:03:57+00:00,,,,1,2025-12-18,2025.0,12.0,18.0
2465,1963,cancelled,f,2025-11-14 06:17:59+00:00,,,,1,2025-11-14,2025.0,11.0,14.0
2467,1965,cancelled,f,2024-11-18 10:08:11+00:00,,,,1,2024-11-18,2024.0,11.0,18.0
2482,1976,cancelled,f,2025-08-26 18:02:50+00:00,,,,1,2025-08-26,2025.0,8.0,26.0
2506,1996,cancelled,f,2024-01-19 00:02:48+00:00,,,,1,2024-01-19,2024.0,1.0,19.0
2507,1998,cancelled,f,2025-02-16 12:40:09+00:00,,,,1,2025-02-16,2025.0,2.0,16.0
2553,2032,cancelled,f,,,,,1,,,,
2556,2035,cancelled,f,2026-02-28 16:55:12+00:00,,,,1,2026-02-28,2026.0,2.0,28.0
2564,2043,cancelled,f,2022-08-16 22:32:06+00:00,,,,1,2022-08-16,2022.0,8.0,16.0
2565,2044,cancelled,f,2025-07-10 21:23:45+00:00,,,,2,2025-07-10,2025.0,7.0,10.0
2567,2047,cancelled,f,2024-05-05 12:46:45+00:00,,,,2,2024-05-05,2024.0,5.0,5.0
2591,2064,cancelled,f,2024-07-28 01:41:34+00:00,,,,1,2024-07-28,2024.0,7.0,28.0
2623,2092,cancelled,f,2025-12-23 16:59:09+00:00,,,,1,2025-12-23,2025.0,12.0,23.0
2627,2094,cancelled,f,2024-07-18 12:46:20+00:00,,,,2,2024-07-18,2024.0,7.0,18.0
2638,2103,cancelled,f,2026-03-18 20:58:13+00:00,,,,1,2026-03-18,2026.0,3.0,18.0
2639,2105,cancelled,f,2025-02-25 10:31:37+00:00,,,,1,2025-02-25,2025.0,2.0,25.0
2640,2106,cancelled,f,2020-04-28 21:49:08+00:00,,,,1,2020-04-28,2020.0,4.0,28.0
2654,2114,cancelled,f,2023-06-21 21:35:01+00:00,,,,1,2023-06-21,2023.0,6.0,21.0
2663,2123,cancelled,f,2024-06-03 19:39:06+00:00,,,,2,2024-06-03,2024.0,6.0,3.0
2669,2130,cancelled,f,2026-01-07 00:36:37+00:00,,,,1,2026-01-07,2026.0,1.0,7.0
2679,2141,cancelled,f,2025-10-07 04:39:24+00:00,,,,1,2025-10-07,2025.0,10.0,7.0
2699,2162,cancelled,f,2022-08-22 10:29:18+00:00,,,,2,2022-08-22,2022.0,8.0,22.0
2702,2164,cancelled,f,2021-07-06 21:17:31+00:00,,,,1,2021-07-06,2021.0,7.0,6.0
2727,2183,cancelled,f,2022-02-14 06:49:44+00:00,,,,1,2022-02-14,2022.0,2.0,14.0
2740,2190,cancelled,f,2024-10-07 15:08:34+00:00,,,,1,2024-10-07,2024.0,10.0,7.0
2743,2192,cancelled,f,2026-02-28 08:05:04+00:00,,,,1,2026-02-28,2026.0,2.0,28.0
2747,2195,cancelled,f,2024-03-23 23:48:25+00:00,,,,1,2024-03-23,2024.0,3.0,23.0
2763,2207,cancelled,f,2024-03-24 05:22:58+00:00,,,,2,2024-03-24,2024.0,3.0,24.0
2781,2221,cancelled,f,2023-10-26 13:37:24+00:00,,,,2,2023-10-26,2023.0,10.0,26.0
2783,2225,cancelled,f,2025-11-18 18:57:19+00:00,,,,1,2025-11-18,2025.0,11.0,18.0
2795,2236,cancelled,f,2025-07-14 11:25:22+00:00,,,,1,2025-07-14,2025.0,7.0,14.0
2820,2264,cancelled,f,2025-03-23 04:28:40+00:00,,,,1,2025-03-23,2025.0,3.0,23.0
2827,2267,cancelled,f,2024-06-09 20:17:23+00:00,,,,1,2024-06-09,2024.0,6.0,9.0
2839,2274,cancelled,f,2023-05-08 09:56:55+00:00,,,,1,2023-05-08,2023.0,5.0,8.0
2852,2282,cancelled,f,2021-07-07 14:55:27+00:00,,,,1,2021-07-07,2021.0,7.0,7.0
2853,2282,cancelled,f,2022-08-22 01:39:50+00:00,,,,1,2022-08-22,2022.0,8.0,22.0
2864,2289,cancelled,f,2024-11-09 03:55:06+00:00,,,,1,2024-11-09,2024.0,11.0,9.0
2870,2294,cancelled,f,2025-08-25 15:34:11+00:00,,,,1,2025-08-25,2025.0,8.0,25.0
2883,2304,cancelled,f,2024-01-10 14:39:25+00:00,,,,1,2024-01-10,2024.0,1.0,10.0
2918,2334,cancelled,f,2025-02-19 06:34:00+00:00,,,,2,2025-02-19,2025.0,2.0,19.0
2928,2342,cancelled,f,2023-11-19 05:55:49+00:00,,,,1,2023-11-19,2023.0,11.0,19.0
2937,2353,cancelled,f,2025-11-27 15:52:47+00:00,,,,1,2025-11-27,2025.0,11.0,27.0
2947,2360,cancelled,f,2025-10-29 23:09:44+00:00,,,,3,2025-10-29,2025.0,10.0,29.0
2955,2366,cancelled,f,2024-03-24 01:44:30+00:00,,,,3,2024-03-24,2024.0,3.0,24.0
2973,2381,cancelled,f,2025-03-06 11:39:35+00:00,,,,1,2025-03-06,2025.0,3.0,6.0
2986,2389,cancelled,f,2025-05-01 19:59:49+00:00,,,,1,2025-05-01,2025.0,5.0,1.0
2995,2398,cancelled,f,2023-10-26 15:08:59+00:00,,,,1,2023-10-26,2023.0,10.0,26.0
2998,2401,cancelled,f,2025-06-10 04:19:32+00:00,,,,1,2025-06-10,2025.0,6.0,10.0
3006,2410,cancelled,f,2023-06-20 15:59:27+00:00,,,,1,2023-06-20,2023.0,6.0,20.0
3020,2422,cancelled,f,2025-12-19 21:11:12+00:00,,,,2,2025-12-19,2025.0,12.0,19.0
3046,2438,cancelled,f,2025-07-29 14:52:58+00:00,,,,2,2025-07-29,2025.0,7.0,29.0
3052,2444,cancelled,f,2025-12-30 23:54:47+00:00,,,,1,2025-12-30,2025.0,12.0,30.0
3057,2450,cancelled,f,2026-03-13 16:07:01+00:00,,,,1,2026-03-13,2026.0,3.0,13.0
3066,2455,cancelled,f,2021-11-01 09:17:27+00:00,,,,1,2021-11-01,2021.0,11.0,1.0
3089,2470,cancelled,f,2023-11-30 07:19:17+00:00,,,,1,2023-11-30,2023.0,11.0,30.0
3102,2487,cancelled,f,2024-06-07 18:24:33+00:00,,,,1,2024-06-07,2024.0,6.0,7.0
3103,2489,cancelled,f,2025-02-19 17:02:46+00:00,,,,1,2025-02-19,2025.0,2.0,19.0
3107,2492,cancelled,f,2025-06-12 14:44:14+00:00,,,,1,2025-06-12,2025.0,6.0,12.0
3123,2507,cancelled,f,2022-12-27 05:06:45+00:00,,,,2,2022-12-27,2022.0,12.0,27.0
3124,2508,cancelled,f,2024-02-25 18:57:34+00:00,,,,1,2024-02-25,2024.0,2.0,25.0
3135,2517,cancelled,f,2024-10-31 07:08:42+00:00,,,,4,2024-10-31,2024.0,10.0,31.0
3139,2520,cancelled,f,2025-07-08 06:30:40+00:00,,,,1,2025-07-08,2025.0,7.0,8.0
3151,2529,cancelled,f,2021-09-03 07:13:58+00:00,,,,1,2021-09-03,2021.0,9.0,3.0
3185,2557,cancelled,f,,,,,1,,,,
3190,2560,cancelled,f,2022-11-30 10:04:02+00:00,,,,2,2022-11-30,2022.0,11.0,30.0
3203,2568,cancelled,f,,,,,1,,,,
3207,2571,cancelled,f,,,,,2,,,,
3234,2591,cancelled,f,2025-10-23 14:38:27+00:00,,,,1,2025-10-23,2025.0,10.0,23.0
3250,2605,cancelled,f,2021-08-02 06:13:06+00:00,,,,2,2021-08-02,2021.0,8.0,2.0
3270,2624,cancelled,f,2026-02-26 21:23:04+00:00,,,,1,2026-02-26,2026.0,2.0,26.0
3274,2626,cancelled,f,2024-08-17 14:52:17+00:00,,,,4,2024-08-17,2024.0,8.0,17.0
3275,2627,cancelled,f,2025-05-04 22:44:36+00:00,,,,1,2025-05-04,2025.0,5.0,4.0
3277,2629,cancelled,f,2023-02-15 17:33:18+00:00,,,,1,2023-02-15,2023.0,2.0,15.0
3279,2630,cancelled,f,2026-02-21 19:23:48+00:00,,,,1,2026-02-21,2026.0,2.0,21.0
3282,2636,cancelled,f,2021-09-21 14:57:01+00:00,,,,2,2021-09-21,2021.0,9.0,21.0
3286,2639,cancelled,f,2021-07-28 09:59:19+00:00,,,,2,2021-07-28,2021.0,7.0,28.0
3287,2640,cancelled,f,2023-01-12 22:08:02+00:00,,,,1,2023-01-12,2023.0,1.0,12.0
3332,2675,cancelled,f,2024-05-08 21:32:10+00:00,,,,1,2024-05-08,2024.0,5.0,8.0
3345,2686,cancelled,f,2024-04-11 23:36:38+00:00,,,,1,2024-04-11,2024.0,4.0,11.0
3351,2690,cancelled,f,2023-10-08 11:16:22+00:00,,,,2,2023-10-08,2023.0,10.0,8.0
3362,2702,cancelled,f,2025-12-14 06:24:35+00:00,,,,3,2025-12-14,2025.0,12.0,14.0
3377,2711,cancelled,f,2020-12-05 03:25:45+00:00,,,,1,2020-12-05,2020.0,12.0,5.0
3448,2759,cancelled,f,2025-08-27 12:35:49+00:00,,,,1,2025-08-27,2025.0,8.0,27.0
3458,2769,cancelled,f,2025-07-04 12:48:00+00:00,,,,1,2025-07-04,2025.0,7.0,4.0
3478,2785,cancelled,f,2025-05-05 01:58:42+00:00,,,,2,2025-05-05,2025.0,5.0,5.0
3482,2790,cancelled,f,2026-01-15 21:40:03+00:00,,,,2,2026-01-15,2026.0,1.0,15.0
3488,2794,cancelled,f,2023-10-18 22:02:57+00:00,,,,1,2023-10-18,2023.0,10.0,18.0
