order_id,user_id,date_id,status,num_of_item
1717,1368,107,cancelled,1
1718,1369,108,cancelled,4
1737,1385,109,cancelled,1
1761,1396,110,cancelled,1
1790,1420,111,cancelled,1
1796,1425,112,cancelled,1
1797,1425,113,cancelled,2
1814,1443,114,cancelled,2
1821,1448,115,cancelled,2
1847,1470,116,cancelled,1
1852,1473,117,cancelled,1
1855,1476,118,cancelled,1
1865,1485,119,cancelled,1
1880,1498,120,cancelled,1
1937,1541,121,cancelled,1
1961,1558,122,cancelled,1
1977,1569,123,cancelled,1
2007,1594,124,cancelled,1
2009,1594,125,cancelled,1
2030,1612,126,cancelled,1
2035,1615,127,cancelled,1
2085,1655,128,cancelled,1
2121,1682,129,cancelled,2
2125,1686,130,cancelled,3
2130,1691,131,cancelled,1
2138,1697,132,cancelled,1
2182,1728,132,cancelled,1
2195,1736,28,cancelled,1
2201,1741,42,cancelled,1
2204,1742,133,cancelled,2
2210,1746,134,cancelled,2
2211,1746,135,cancelled,4
2214,1749,136,cancelled,2
2218,1753,137,cancelled,1
2220,1754,138,cancelled,1
2225,1757,61,cancelled,1
2235,1763,139,cancelled,1
2245,1768,90,cancelled,4
2252,1774,2,cancelled,1
2253,1775,140,cancelled,1
2258,1780,141,cancelled,1
2264,1785,142,cancelled,1
2293,1810,143,cancelled,2
2304,1823,144,cancelled,1
2308,1826,145,cancelled,4
2348,1862,45,cancelled,1
2355,1865,146,cancelled,1
2380,1889,147,cancelled,2
2386,1894,148,cancelled,2
2400,1906,149,cancelled,1
2414,1919,105,cancelled,1
2448,1946,65,cancelled,1
2460,1959,150,cancelled,1
2464,1963,151,cancelled,1
2465,1963,152,cancelled,1
2467,1965,153,cancelled,1
2482,1976,154,cancelled,1
2506,1996,155,cancelled,1
2507,1998,156,cancelled,1
2553,2032,28,cancelled,1
2556,2035,111,cancelled,1
2564,2043,157,cancelled,1
2565,2044,142,cancelled,2
2567,2047,158,cancelled,2
2591,2064,159,cancelled,1
2623,2092,160,cancelled,1
2627,2094,161,cancelled,2
2638,2103,5,cancelled,1
2639,2105,25,cancelled,1
2640,2106,162,cancelled,1
2654,2114,163,cancelled,1
2663,2123,164,cancelled,2
2669,2130,165,cancelled,1
2679,2141,166,cancelled,1
2699,2162,167,cancelled,2
2702,2164,168,cancelled,1
2727,2183,169,cancelled,1
2740,2190,170,cancelled,1
2743,2192,111,cancelled,1
2747,2195,171,cancelled,1
2763,2207,172,cancelled,2
2781,2221,173,cancelled,2
2783,2225,174,cancelled,1
2795,2236,114,cancelled,1
2820,2264,61,cancelled,1
2827,2267,175,cancelled,1
2839,2274,176,cancelled,1
2852,2282,177,cancelled,1
2853,2282,167,cancelled,1
2864,2289,178,cancelled,1
2870,2294,179,cancelled,1
2883,2304,180,cancelled,1
2918,2334,144,cancelled,2
2928,2342,181,cancelled,1
2937,2353,182,cancelled,1
2947,2360,183,cancelled,3
2955,2366,172,cancelled,3
2973,2381,184,cancelled,1
2986,2389,185,cancelled,1
2995,2398,173,cancelled,1
2998,2401,186,cancelled,1
3006,2410,187,cancelled,1
3020,2422,188,cancelled,2
3046,2438,189,cancelled,2
3052,2444,190,cancelled,1
3057,2450,191,cancelled,1
3066,2455,192,cancelled,1
3089,2470,193,cancelled,1
3102,2487,194,cancelled,1
3103,2489,144,cancelled,1
3107,2492,195,cancelled,1
3123,2507,196,cancelled,2
3124,2508,197,cancelled,1
3135,2517,198,cancelled,4
3139,2520,4,cancelled,1
3151,2529,199,cancelled,1
3185,2557,28,cancelled,1
3190,2560,200,cancelled,2
3203,2568,28,cancelled,1
3207,2571,28,cancelled,2
3234,2591,201,cancelled,1
3250,2605,202,cancelled,2
3270,2624,16,cancelled,1
3274,2626,203,cancelled,4
3275,2627,204,cancelled,1
3277,2629,205,cancelled,1
3279,2630,64,cancelled,1
3282,2636,206,cancelled,2
3286,2639,207,cancelled,2
3287,2640,208,cancelled,1
3332,2675,209,cancelled,1
3345,2686,210,cancelled,1
3351,2690,211,cancelled,2
3362,2702,212,cancelled,3
3377,2711,213,cancelled,1
3448,2759,214,cancelled,1
3458,2769,215,cancelled,1
3478,2785,216,cancelled,2
3482,2790,217,cancelled,2
3488,2794,137,cancelled,1
3498,2802,218,cancelled,3
3505,2807,119,cancelled,4
3531,2826,219,cancelled,1
3533,2828,220,cancelled,1
3538,2832,221,cancelled,1
3539,2832,222,cancelled,2
3588,2865,223,cancelled,1
3685,2952,29,cancelled,3
3690,2957,224,cancelled,2
3700,2963,225,cancelled,1
3705,2967,226,cancelled,1
3777,3012,227,cancelled,1
3817,3044,228,cancelled,1
3839,3060,229,cancelled,1
3840,3061,230,cancelled,1
3842,3064,231,cancelled,1
3845,3067,141,cancelled,4
3856,3078,232,cancelled,1
3860,3081,233,cancelled,2
3886,3100,234,cancelled,1
3889,3102,235,cancelled,4
3902,3112,236,cancelled,1
3912,3121,237,cancelled,1
3929,3130,238,cancelled,1
3938,3136,239,cancelled,1
3939,3136,240,cancelled,2
3951,3149,198,cancelled,1
3992,3183,241,cancelled,1
4006,3192,226,cancelled,2
4016,3201,242,cancelled,1
4046,3225,243,cancelled,1
4055,3235,244,cancelled,1
4079,3254,245,cancelled,1
4086,3257,137,cancelled,4
4087,3258,28,cancelled,2
4102,3268,246,cancelled,1
4130,3290,247,cancelled,1
4144,3303,248,cancelled,1
4149,3305,249,cancelled,1
4162,3313,250,cancelled,2
4169,3319,251,cancelled,1
4216,3355,252,cancelled,4
4226,3366,23,cancelled,1
4230,3370,253,cancelled,1
4239,3379,254,cancelled,1
4247,3385,255,cancelled,1
4248,3385,256,cancelled,1
4265,3400,257,cancelled,1
4270,3405,258,cancelled,1
4279,3416,259,cancelled,1
4303,3435,260,cancelled,1
4305,3437,261,cancelled,2
4332,3460,262,cancelled,1
4354,3484,263,cancelled,2
4381,3510,264,cancelled,2
4386,3513,265,cancelled,2
4389,3515,266,cancelled,2
4395,3520,233,cancelled,4
4396,3521,267,cancelled,1
4408,3534,268,cancelled,1
4417,3539,269,cancelled,1
4422,3542,270,cancelled,1
4429,3549,271,cancelled,1
4453,3574,272,cancelled,1
4454,3576,166,cancelled,1
4455,3578,273,cancelled,1
4460,3584,274,cancelled,1
4478,3602,275,cancelled,3
4480,3603,56,cancelled,1
4495,3615,276,cancelled,1
4496,3616,28,cancelled,2
4524,3632,277,cancelled,1
4526,3634,106,cancelled,1
4549,3649,278,cancelled,1
4557,3658,279,cancelled,1
4566,3665,280,cancelled,2
4567,3667,281,cancelled,2
4576,3676,282,cancelled,2
4582,3683,283,cancelled,1
4607,3705,283,cancelled,1
4633,3727,195,cancelled,1
4646,3738,284,cancelled,1
4653,3743,285,cancelled,1
4654,3744,286,cancelled,2
4664,3748,287,cancelled,1
4665,3749,288,cancelled,1
4702,3783,5,cancelled,1
4704,3785,289,cancelled,2
4707,3788,290,cancelled,1
4733,3818,291,cancelled,1
4739,3824,292,cancelled,1
4748,3829,293,cancelled,1
4753,3833,294,cancelled,2
4760,3836,295,cancelled,4
4765,3838,296,cancelled,1
4769,3840,297,cancelled,3
4782,3856,298,cancelled,1
4790,3861,299,cancelled,1
4792,3862,300,cancelled,1
4795,3865,301,cancelled,2
4798,3867,302,cancelled,1
4802,3870,303,cancelled,1
4809,3874,304,cancelled,2
4814,3880,100,cancelled,2
4817,3883,305,cancelled,1
4830,3890,36,cancelled,1
4831,3891,306,cancelled,1
4866,3921,307,cancelled,1
4869,3922,205,cancelled,1
4870,3922,308,cancelled,1
4882,3931,309,cancelled,1
4922,3963,310,cancelled,1
4936,3974,311,cancelled,3
4948,3990,312,cancelled,1
4953,3993,186,cancelled,1
4957,3997,90,cancelled,1
4981,4013,313,cancelled,1
4983,4015,260,cancelled,4
4996,4027,28,cancelled,1
5004,4032,47,cancelled,1
5005,4033,314,cancelled,1
5039,4068,315,cancelled,1
5059,4083,316,cancelled,1
5083,4105,317,cancelled,1
5097,4114,318,cancelled,1
5107,4119,319,cancelled,1
5115,4125,320,cancelled,1
5122,4129,321,cancelled,2
5155,4159,322,cancelled,1
5163,4165,323,cancelled,1
5184,4183,324,cancelled,2
5240,4228,325,cancelled,2
5254,4237,326,cancelled,1
5275,4256,327,cancelled,2
5278,4256,328,cancelled,1
5280,4258,329,cancelled,2
5309,4281,330,cancelled,2
5313,4284,331,cancelled,1
5315,4286,98,cancelled,2
5327,4293,332,cancelled,1
5328,4294,333,cancelled,4
5337,4302,45,cancelled,1
5347,4314,334,cancelled,1
5356,4320,335,cancelled,1
5362,4324,7,cancelled,1
5365,4326,336,cancelled,1
5366,4327,171,cancelled,1
5389,4346,337,cancelled,1
5393,4351,269,cancelled,3
5397,4354,338,cancelled,2
5402,4359,339,cancelled,1
5403,4359,340,cancelled,2
5414,4366,341,cancelled,2
5436,4390,342,cancelled,1
5438,4390,343,cancelled,1
5464,4414,344,cancelled,1
5469,4416,42,cancelled,2
5474,4420,72,cancelled,2
5498,4440,345,cancelled,2
5529,4467,346,cancelled,2
5537,4476,347,cancelled,1
5560,4492,73,cancelled,1
5572,4503,348,cancelled,1
5590,4519,133,cancelled,1
5591,4521,349,cancelled,1
5644,4571,350,cancelled,1
5645,4571,351,cancelled,1
5672,4589,352,cancelled,1
5688,4606,353,cancelled,1
5691,4606,354,cancelled,1
5698,4609,355,cancelled,2
5750,4648,356,cancelled,1
5751,4649,28,cancelled,4
5752,4649,28,cancelled,1
5755,4650,357,cancelled,1
5781,4672,358,cancelled,1
5784,4673,359,cancelled,1
5785,4673,360,cancelled,1
5806,4695,28,cancelled,1
5824,4711,150,cancelled,2
5827,4711,361,cancelled,1
5839,4717,362,cancelled,2
5846,4723,363,cancelled,2
5848,4725,95,cancelled,1
5849,4726,364,cancelled,1
5878,4743,365,cancelled,1
5886,4751,88,cancelled,3
5894,4757,138,cancelled,1
5907,4767,50,cancelled,1
5941,4788,366,cancelled,1
5942,4789,367,cancelled,1
5955,4800,115,cancelled,1
5958,4802,354,cancelled,1
5981,4818,338,cancelled,1
5988,4822,368,cancelled,1
6004,4835,369,cancelled,1
6014,4848,370,cancelled,2
6029,4861,371,cancelled,1
6030,4862,372,cancelled,1
6039,4870,373,cancelled,2
6047,4875,374,cancelled,1
6061,4888,375,cancelled,3
6074,4901,376,cancelled,1
6082,4904,377,cancelled,1
6118,4931,378,cancelled,1
6142,4948,379,cancelled,1
6148,4957,380,cancelled,1
6149,4959,381,cancelled,2
6159,4965,289,cancelled,3
6161,4966,382,cancelled,4
6165,4969,383,cancelled,4
6169,4973,384,cancelled,4
6181,4982,385,cancelled,2
6182,4982,386,cancelled,2
6183,4985,150,cancelled,1
6188,4988,387,cancelled,1
6192,4991,388,cancelled,1
6197,4996,308,cancelled,1
6199,4997,389,cancelled,3
6246,5028,390,cancelled,1
6250,5035,391,cancelled,1
6255,5039,392,cancelled,1
6274,5055,393,cancelled,2
6278,5056,394,cancelled,1
6288,5065,395,cancelled,1
6289,5065,396,cancelled,1
6291,5067,397,cancelled,1
6302,5075,398,cancelled,1
6323,5092,381,cancelled,1
6347,5108,399,cancelled,1
6350,5108,132,cancelled,2
6353,5109,400,cancelled,1
6354,5110,401,cancelled,1
6365,5114,402,cancelled,2
6371,5118,403,cancelled,1
6392,5130,404,cancelled,1
6402,5140,405,cancelled,1
6438,5172,406,cancelled,2
6441,5175,377,cancelled,1
6442,5176,407,cancelled,2
6455,5183,408,cancelled,1
6470,5196,265,cancelled,4
6475,5200,409,cancelled,1
6480,5205,105,cancelled,2
6494,5217,410,cancelled,1
6524,5241,411,cancelled,1
6583,5294,412,cancelled,1
6601,5308,413,cancelled,1
6602,5310,414,cancelled,2
6603,5310,415,cancelled,1
6631,5335,416,cancelled,1
6638,5338,417,cancelled,3
6639,5340,418,cancelled,1
6652,5350,419,cancelled,1
6671,5363,91,cancelled,1
6687,5376,28,cancelled,1
6700,5383,420,cancelled,1
6715,5396,421,cancelled,2
6735,5413,422,cancelled,1
6739,5415,45,cancelled,1
6752,5427,423,cancelled,1
6758,5432,424,cancelled,1
6759,5433,425,cancelled,2
6763,5434,426,cancelled,1
6767,5438,427,cancelled,1
6777,5444,428,cancelled,1
6780,5445,429,cancelled,1
6790,5450,430,cancelled,1
6813,5467,236,cancelled,1
6814,5467,431,cancelled,2
6834,5478,76,cancelled,1
6836,5479,432,cancelled,2
6837,5479,433,cancelled,2
6846,5487,434,cancelled,1
6868,5505,435,cancelled,1
6873,5508,111,cancelled,1
6875,5510,130,cancelled,1
6920,5535,436,cancelled,1
6921,5536,437,cancelled,2
6942,5548,402,cancelled,1
6943,5549,438,cancelled,1
6948,5552,439,cancelled,1
6955,5560,440,cancelled,1
6956,5560,29,cancelled,1
6957,5561,441,cancelled,2
6964,5566,442,cancelled,1
6966,5569,443,cancelled,1
6983,5580,444,cancelled,1
6988,5585,11,cancelled,1
6995,5590,28,cancelled,1
7017,5607,211,cancelled,1
7089,5655,445,cancelled,1
7091,5657,446,cancelled,1
7104,5667,447,cancelled,1
7107,5670,448,cancelled,1
7114,5675,449,cancelled,1
7115,5676,450,cancelled,1
7116,5676,125,cancelled,1
7119,5677,28,cancelled,2
7128,5691,451,cancelled,4
7139,5701,452,cancelled,1
7145,5707,453,cancelled,2
7155,5717,48,cancelled,1
7170,5731,454,cancelled,1
7182,5735,455,cancelled,1
7198,5749,456,cancelled,1
7199,5750,215,cancelled,1
7213,5758,457,cancelled,1
7244,5777,458,cancelled,4
7259,5795,381,cancelled,1
7264,5799,459,cancelled,1
7286,5812,460,cancelled,1
7301,5827,461,cancelled,1
7303,5828,462,cancelled,4
7307,5829,463,cancelled,1
7352,5862,464,cancelled,1
7361,5871,465,cancelled,2
7369,5878,466,cancelled,1
7383,5893,467,cancelled,1
7426,5929,468,cancelled,1
7429,5931,100,cancelled,1
7431,5932,28,cancelled,1
7454,5950,469,cancelled,2
7459,5956,470,cancelled,1
7489,5977,17,cancelled,2
7504,5990,471,cancelled,1
7513,5999,404,cancelled,2
7561,6038,472,cancelled,1
7584,6060,28,cancelled,4
7594,6068,473,cancelled,2
7612,6082,474,cancelled,1
7643,6103,475,cancelled,1
7651,6111,151,cancelled,1
7659,6116,476,cancelled,1
7666,6122,477,cancelled,3
7667,6122,478,cancelled,1
7694,6146,43,cancelled,2
7719,6166,28,cancelled,4
7724,6169,479,cancelled,2
7732,6176,480,cancelled,1
7738,6180,481,cancelled,2
7743,6186,482,cancelled,3
7749,6193,483,cancelled,1
7754,6196,141,cancelled,2
7769,6209,445,cancelled,1
7770,6209,484,cancelled,2
7802,6232,190,cancelled,2
7804,6234,485,cancelled,2
7806,6235,486,cancelled,1
7823,6249,487,cancelled,1
7829,6252,488,cancelled,1
7831,6255,489,cancelled,1
7832,6255,490,cancelled,1
7854,6275,491,cancelled,2
7860,6280,492,cancelled,1
7863,6286,493,cancelled,3
7876,6298,494,cancelled,1
7890,6308,495,cancelled,1
7901,6314,496,cancelled,1
7926,6332,497,cancelled,2
7936,6340,280,cancelled,1
7942,6345,90,cancelled,1
7943,6345,498,cancelled,1
7958,6360,499,cancelled,1
7959,6360,500,cancelled,2
7977,6372,501,cancelled,4
8002,6392,502,cancelled,1
8053,6433,503,cancelled,1
8090,6469,84,cancelled,1
8097,6476,504,cancelled,1
8100,6479,505,cancelled,1
8124,6497,506,cancelled,1
8125,6498,28,cancelled,2
8154,6535,507,cancelled,1
8180,6555,279,cancelled,1
8181,6557,508,cancelled,1
8194,6565,509,cancelled,1
8199,6568,510,cancelled,2
8201,6570,143,cancelled,2
8215,6585,511,cancelled,1
8238,6600,512,cancelled,2
8239,6601,67,cancelled,1
8255,6613,513,cancelled,1
8266,6622,514,cancelled,1
8274,6628,515,cancelled,1
8276,6630,187,cancelled,1
8282,6636,516,cancelled,1
8288,6638,517,cancelled,1
8293,6642,338,cancelled,1
8300,6652,518,cancelled,4
8301,6653,519,cancelled,1
8329,6681,452,cancelled,1
8331,6683,520,cancelled,1
8355,6700,521,cancelled,1
8373,6713,3,cancelled,1
8382,6724,522,cancelled,1
8396,6735,523,cancelled,1
8404,6744,524,cancelled,2
8405,6744,525,cancelled,3
8457,6790,8,cancelled,1
8489,6813,526,cancelled,2
8536,6857,527,cancelled,1
8549,6869,528,cancelled,4
8563,6880,82,cancelled,1
8566,6884,254,cancelled,1
8580,6893,529,cancelled,1
8590,6903,530,cancelled,2
8610,6925,531,cancelled,2
8612,6928,532,cancelled,2
8616,6932,533,cancelled,2
8634,6951,534,cancelled,1
8642,6955,535,cancelled,1
8649,6962,536,cancelled,1
8651,6966,299,cancelled,2
8660,6972,537,cancelled,1
8681,6998,538,cancelled,1
8701,7014,539,cancelled,2
8711,7023,139,cancelled,1
8717,7030,252,cancelled,1
8728,7044,540,cancelled,1
8767,7071,523,cancelled,1
8778,7081,19,cancelled,1
8807,7102,541,cancelled,1
8809,7104,542,cancelled,1
8833,7122,543,cancelled,1
8845,7133,28,cancelled,1
8903,7175,29,cancelled,1
8923,7188,475,cancelled,1
8936,7195,544,cancelled,1
8941,7198,28,cancelled,1
8947,7202,545,cancelled,1
8968,7218,546,cancelled,1
8983,7228,414,cancelled,1
9005,7242,547,cancelled,1
9006,7243,14,cancelled,1
9007,7243,548,cancelled,1
9010,7247,549,cancelled,1
9021,7252,39,cancelled,1
9070,7283,550,cancelled,1
9071,7284,551,cancelled,1
9112,7312,552,cancelled,2
9119,7317,553,cancelled,2
9141,7341,554,cancelled,1
9146,7345,555,cancelled,3
9152,7349,130,cancelled,4
9170,7362,49,cancelled,1
9180,7371,556,cancelled,1
9218,7399,557,cancelled,1
9230,7412,558,cancelled,1
9231,7412,559,cancelled,2
9251,7428,130,cancelled,1
9254,7431,560,cancelled,1
9293,7465,303,cancelled,1
9294,7466,561,cancelled,1
9299,7470,151,cancelled,2
9308,7477,216,cancelled,1
9316,7484,460,cancelled,1
9329,7492,36,cancelled,1
9350,7512,562,cancelled,1
9360,7522,563,cancelled,1
9384,7540,564,cancelled,1
9392,7546,565,cancelled,1
9420,7577,291,cancelled,1
9423,7580,566,cancelled,1
9425,7582,542,cancelled,4
9453,7603,567,cancelled,3
9460,7608,218,cancelled,1
9469,7616,514,cancelled,1
9487,7635,568,cancelled,2
9504,7646,569,cancelled,3
9526,7662,570,cancelled,1
9543,7675,571,cancelled,1
9566,7691,572,cancelled,1
9655,7780,573,cancelled,1
9668,7790,490,cancelled,1
9680,7797,574,cancelled,2
9683,7800,538,cancelled,3
9721,7828,152,cancelled,1
9722,7829,575,cancelled,3
9726,7834,125,cancelled,1
9744,7853,576,cancelled,1
9745,7853,577,cancelled,1
9748,7855,28,cancelled,1
9763,7868,578,cancelled,2
9764,7869,579,cancelled,1
9765,7870,200,cancelled,2
9792,7894,580,cancelled,2
9793,7895,458,cancelled,2
9798,7899,581,cancelled,4
9823,7920,36,cancelled,2
9824,7920,16,cancelled,1
9840,7938,582,cancelled,4
9850,7944,81,cancelled,1
9881,7969,583,cancelled,1
9882,7970,584,cancelled,1
9934,8014,585,cancelled,1
9943,8019,268,cancelled,1
9946,8021,586,cancelled,1
9950,8024,587,cancelled,2
9963,8032,588,cancelled,1
9965,8037,475,cancelled,1
9966,8037,186,cancelled,2
9980,8049,122,cancelled,2
10018,8080,21,cancelled,1
10050,8104,589,cancelled,1
10068,8123,171,cancelled,1
10083,8139,590,cancelled,1
10115,8162,486,cancelled,2
10117,8163,5,cancelled,1
10122,8166,591,cancelled,3
10124,8168,261,cancelled,1
10133,8176,592,cancelled,4
10137,8178,116,cancelled,1
10160,8194,395,cancelled,2
10163,8199,335,cancelled,2
10171,8203,593,cancelled,1
10177,8207,186,cancelled,1
10178,8207,594,cancelled,1
10197,8231,595,cancelled,1
10202,8233,187,cancelled,1
10210,8238,460,cancelled,1
10248,8269,596,cancelled,1
10257,8278,130,cancelled,1
10276,8291,221,cancelled,2
10278,8292,597,cancelled,1
10292,8308,165,cancelled,1
10300,8315,598,cancelled,1
10303,8315,599,cancelled,1
10319,8332,600,cancelled,1
10320,8332,197,cancelled,1
10322,8333,194,cancelled,1
10357,8354,601,cancelled,1
10358,8354,602,cancelled,1
10366,8360,603,cancelled,1
10367,8360,604,cancelled,1
10379,8374,450,cancelled,2
10392,8390,605,cancelled,1
10398,8392,554,cancelled,1
10408,8400,606,cancelled,1
10431,8419,440,cancelled,1
10432,8420,98,cancelled,1
10438,8423,293,cancelled,1
10444,8427,607,cancelled,4
10447,8427,143,cancelled,2
10459,8437,608,cancelled,3
10461,8437,156,cancelled,1
10483,8453,609,cancelled,1
10485,8453,610,cancelled,1
10517,8475,611,cancelled,2
10527,8479,403,cancelled,1
10535,8489,612,cancelled,2
10540,8494,572,cancelled,1
10572,8524,64,cancelled,2
10580,8530,613,cancelled,1
10592,8538,614,cancelled,2
10620,8563,442,cancelled,1
10641,8582,351,cancelled,4
10675,8614,546,cancelled,1
10694,8632,28,cancelled,2
10700,8635,615,cancelled,1
10705,8636,616,cancelled,1
10707,8638,617,cancelled,3
10713,8643,185,cancelled,1
10714,8644,67,cancelled,1
10735,8661,618,cancelled,2
10740,8663,500,cancelled,2
10755,8674,619,cancelled,1
10774,8690,188,cancelled,2
10777,8692,620,cancelled,1
10779,8694,621,cancelled,1
10802,8710,622,cancelled,1
10803,8710,576,cancelled,2
10820,8721,401,cancelled,1
10829,8728,121,cancelled,1
10836,8735,31,cancelled,2
10838,8735,623,cancelled,1
10849,8741,624,cancelled,1
10855,8746,77,cancelled,2
10877,8765,625,cancelled,2
10888,8773,502,cancelled,1
10893,8774,626,cancelled,1
10915,8795,460,cancelled,2
10917,8796,627,cancelled,1
10937,8813,628,cancelled,1
10986,8851,49,cancelled,1
11012,8871,29,cancelled,1
11027,8886,480,cancelled,1
11050,8905,71,cancelled,1
11061,8917,425,cancelled,1
11135,8965,629,cancelled,1
11141,8973,630,cancelled,1
11146,8979,631,cancelled,1
11150,8981,632,cancelled,1
11151,8982,18,cancelled,2
11233,9031,633,cancelled,1
11258,9048,16,cancelled,1
11275,9067,576,cancelled,2
11307,9090,634,cancelled,1
11311,9093,486,cancelled,1
11337,9113,635,cancelled,1
11355,9128,636,cancelled,1
11378,9143,585,cancelled,1
11393,9152,490,cancelled,1
11394,9152,637,cancelled,1
11399,9154,638,cancelled,2
11402,9156,130,cancelled,1
11410,9162,412,cancelled,1
11412,9162,639,cancelled,3
11422,9170,640,cancelled,1
11439,9182,641,cancelled,1
11449,9189,245,cancelled,1
11469,9206,642,cancelled,2
11471,9208,21,cancelled,1
11481,9215,643,cancelled,2
11497,9225,644,cancelled,1
11506,9231,254,cancelled,1
11525,9250,27,cancelled,3
11562,9277,645,cancelled,2
11573,9282,646,cancelled,2
11574,9283,647,cancelled,2
11575,9283,648,cancelled,1
11614,9318,427,cancelled,1
11629,9331,322,cancelled,1
11630,9332,36,cancelled,1
11637,9340,649,cancelled,1
11642,9342,370,cancelled,4
11644,9345,650,cancelled,2
11657,9355,651,cancelled,1
11666,9368,652,cancelled,1
11669,9370,653,cancelled,1
11674,9375,654,cancelled,1
11678,9376,631,cancelled,1
11710,9400,5,cancelled,2
11717,9404,420,cancelled,2
11739,9425,519,cancelled,4
11744,9429,414,cancelled,1
11752,9434,409,cancelled,1
11760,9445,655,cancelled,2
11762,9447,435,cancelled,1
11806,9480,656,cancelled,1
11823,9490,657,cancelled,2
11827,9494,54,cancelled,1
11861,9522,658,cancelled,3
11875,9536,385,cancelled,1
11877,9537,659,cancelled,1
11883,9539,660,cancelled,1
11890,9545,48,cancelled,1
11901,9554,661,cancelled,1
11915,9559,507,cancelled,1
11931,9574,662,cancelled,2
11951,9590,663,cancelled,3
11952,9590,664,cancelled,1
11955,9594,665,cancelled,1
11965,9606,539,cancelled,4
11972,9613,666,cancelled,1
12013,9648,29,cancelled,1
12014,9649,7,cancelled,1
12015,9649,667,cancelled,1
12044,9671,668,cancelled,3
12062,9688,420,cancelled,3
12063,9689,227,cancelled,2
12068,9695,669,cancelled,3
12091,9706,670,cancelled,1
12125,9740,417,cancelled,1
12151,9758,196,cancelled,1
12190,9782,671,cancelled,1
12192,9782,672,cancelled,1
12218,9806,673,cancelled,4
12225,9817,106,cancelled,1
12234,9823,674,cancelled,1
12253,9834,675,cancelled,1
12261,9838,676,cancelled,1
12289,9863,650,cancelled,1
12331,9898,140,cancelled,4
12347,9911,164,cancelled,2
12354,9917,677,cancelled,2
12386,9942,426,cancelled,1
12395,9948,385,cancelled,1
12399,9952,511,cancelled,2
12402,9954,678,cancelled,1
