order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
670,524,Cancelled,F,2024-07-26 15:14:11+00:00,,,,1
720,566,Cancelled,F,2023-09-22 02:17:38+00:00,,,,1
752,594,Cancelled,F,2026-02-24 08:50:48+00:00,,,,1
763,602,Cancelled,F,2025-11-21 05:25:08+00:00,,,,3
764,604,Cancelled,F,2022-07-13 22:52:09+00:00,,,,1
777,617,Cancelled,F,2025-05-19 11:19:52+00:00,,,,2
784,624,Cancelled,F,2026-03-18 09:27:54.789960+00:00,,,,1
809,648,Cancelled,F,2023-04-23 09:24:51+00:00,,,,1
816,654,Cancelled,F,2026-01-01 06:06:40+00:00,,,,1
870,700,Cancelled,F,2025-03-29 15:46:57+00:00,,,,1
911,729,Cancelled,F,2023-12-17 02:35:49+00:00,,,,1
920,739,Cancelled,F,2023-10-16 00:44:36+00:00,,,,1
945,765,Cancelled,F,2025-04-09 07:17:10+00:00,,,,1
956,778,Cancelled,F,2023-12-10 21:33:55+00:00,,,,2
964,785,Cancelled,F,2021-07-05 01:43:22+00:00,,,,3
973,792,Cancelled,F,2025-03-23 00:40:54+00:00,,,,1
982,798,Cancelled,F,2022-11-08 04:22:10+00:00,,,,1
996,810,Cancelled,F,2025-07-16 23:41:54+00:00,,,,1
1013,819,Cancelled,F,2026-02-21 08:05:44+00:00,,,,1
1018,824,Cancelled,F,2025-11-09 21:33:28+00:00,,,,1
1041,843,Cancelled,F,2025-01-14 08:02:37+00:00,,,,1
1043,844,Cancelled,F,2026-01-31 13:21:06+00:00,,,,1
1062,861,Cancelled,F,2026-01-08 20:41:16+00:00,,,,1
1094,885,Cancelled,F,2025-07-11 09:21:17+00:00,,,,3
1105,891,Cancelled,F,2021-12-11 17:47:49+00:00,,,,2
1110,893,Cancelled,F,2025-11-16 21:49:15+00:00,,,,1
1113,896,Cancelled,F,2025-09-19 01:37:14+00:00,,,,1
1114,896,Cancelled,F,2024-11-10 12:53:32+00:00,,,,1
1153,925,Cancelled,F,2025-07-16 12:56:12+00:00,,,,1
1188,961,Cancelled,F,2025-02-15 19:02:31+00:00,,,,1
1198,967,Cancelled,F,2021-12-05 21:33:15+00:00,,,,3
1232,994,Cancelled,F,2022-03-27 22:52:12+00:00,,,,1
1251,1011,Cancelled,F,2024-05-19 05:53:56+00:00,,,,1
1264,1022,Cancelled,F,2025-03-29 22:09:13+00:00,,,,1
1283,1033,Cancelled,F,2025-12-21 12:23:34+00:00,,,,1
1285,1034,Cancelled,F,2020-09-27 00:40:21+00:00,,,,2
1290,1036,Cancelled,F,2024-11-07 14:03:07+00:00,,,,1
1296,1040,Cancelled,F,2026-03-18 13:32:46.024276+00:00,,,,1
1301,1042,Cancelled,F,2025-07-05 13:11:41+00:00,,,,1
1314,1054,Cancelled,F,2024-03-13 04:56:48+00:00,,,,1
1330,1070,Cancelled,F,2025-07-02 05:20:07+00:00,,,,4
1362,1090,Cancelled,F,2026-02-04 23:25:17+00:00,,,,1
1364,1090,Cancelled,F,2024-11-11 18:00:36+00:00,,,,1
1366,1091,Cancelled,F,2024-01-01 06:39:27+00:00,,,,1
1393,1108,Cancelled,F,2023-12-04 08:13:20+00:00,,,,1
1395,1110,Cancelled,F,2023-09-02 21:07:23+00:00,,,,1
1401,1114,Cancelled,F,2025-11-26 02:27:16+00:00,,,,1
1402,1114,Cancelled,F,2025-07-17 09:57:17+00:00,,,,2
1405,1117,Cancelled,F,2026-03-08 07:43:33+00:00,,,,2
1424,1135,Cancelled,F,2025-10-10 04:07:41+00:00,,,,1
1432,1140,Cancelled,F,2022-11-11 15:39:26+00:00,,,,1
1434,1140,Cancelled,F,2025-03-14 02:21:08+00:00,,,,1
1437,1142,Cancelled,F,2025-03-29 05:23:24+00:00,,,,1
1438,1144,Cancelled,F,2021-12-27 14:09:06+00:00,,,,1
1467,1167,Cancelled,F,2026-01-29 17:56:31+00:00,,,,1
1479,1176,Cancelled,F,2025-01-21 06:05:52+00:00,,,,1
1509,1195,Cancelled,F,2025-07-17 14:52:10+00:00,,,,3
1515,1198,Cancelled,F,2026-01-01 23:40:49+00:00,,,,4
1521,1206,Cancelled,F,2026-03-15 17:46:39.702198+00:00,,,,1
1525,1209,Cancelled,F,2022-09-05 01:43:38+00:00,,,,2
1527,1209,Cancelled,F,2023-10-17 07:08:12+00:00,,,,2
1529,1212,Cancelled,F,2023-05-26 07:41:23+00:00,,,,1
1536,1218,Cancelled,F,2023-09-19 18:17:18+00:00,,,,4
1565,1240,Cancelled,F,2020-12-26 05:38:40+00:00,,,,3
1619,1284,Cancelled,F,2025-05-20 14:43:26+00:00,,,,2
1621,1286,Cancelled,F,2021-01-19 18:44:30+00:00,,,,2
1643,1303,Cancelled,F,2023-08-03 13:39:15+00:00,,,,2
1645,1305,Cancelled,F,2024-03-13 22:47:48+00:00,,,,1
1655,1318,Cancelled,F,2025-11-09 15:28:42+00:00,,,,2
1676,1333,Cancelled,F,2024-03-26 12:07:03+00:00,,,,1
1701,1352,Cancelled,F,2025-09-26 19:26:34+00:00,,,,1
1708,1360,Cancelled,F,2025-08-24 13:33:14+00:00,,,,1
1717,1368,Cancelled,F,2023-12-06 14:10:41+00:00,,,,1
1718,1369,Cancelled,F,2019-11-17 11:31:41+00:00,,,,4
1737,1385,Cancelled,F,2024-05-20 17:08:49+00:00,,,,1
1761,1396,Cancelled,F,2024-12-24 21:12:53+00:00,,,,1
1790,1420,Cancelled,F,2026-02-28 02:57:28+00:00,,,,1
1796,1425,Cancelled,F,2023-07-20 06:45:28+00:00,,,,1
1797,1425,Cancelled,F,2023-10-20 18:49:15+00:00,,,,2
1814,1443,Cancelled,F,2025-07-14 01:26:41+00:00,,,,2
1821,1448,Cancelled,F,2025-02-02 22:23:06+00:00,,,,2
1847,1470,Cancelled,F,2026-01-27 16:10:06+00:00,,,,1
1852,1473,Cancelled,F,2026-01-13 16:43:13+00:00,,,,1
1855,1476,Cancelled,F,2025-06-22 18:10:40+00:00,,,,1
1865,1485,Cancelled,F,2025-10-22 00:49:09+00:00,,,,1
1880,1498,Cancelled,F,2023-11-14 03:55:14+00:00,,,,1
1937,1541,Cancelled,F,2026-03-04 16:53:41+00:00,,,,1
1961,1558,Cancelled,F,2025-02-26 02:48:37+00:00,,,,1
1977,1569,Cancelled,F,2026-01-10 04:40:06+00:00,,,,1
2007,1594,Cancelled,F,2025-03-10 12:13:06+00:00,,,,1
2009,1594,Cancelled,F,2025-06-20 06:32:50+00:00,,,,1
2030,1612,Cancelled,F,2024-12-04 13:07:21+00:00,,,,1
2035,1615,Cancelled,F,2024-06-05 18:04:33+00:00,,,,1
2085,1655,Cancelled,F,2025-11-28 20:10:32+00:00,,,,1
2121,1682,Cancelled,F,2025-09-05 21:07:32+00:00,,,,2
2125,1686,Cancelled,F,2023-05-24 02:56:06+00:00,,,,3
2130,1691,Cancelled,F,2024-10-05 02:44:28+00:00,,,,1
2138,1697,Cancelled,F,2024-12-10 01:03:24+00:00,,,,1
2182,1728,Cancelled,F,2024-12-10 07:12:38+00:00,,,,1
2195,1736,Cancelled,F,2026-03-16 18:04:44.276638+00:00,,,,1
2201,1741,Cancelled,F,2025-09-25 19:16:11+00:00,,,,1
2204,1742,Cancelled,F,2025-05-27 09:45:49+00:00,,,,2
2210,1746,Cancelled,F,2021-11-09 11:07:49+00:00,,,,2
2211,1746,Cancelled,F,2024-01-26 10:40:57+00:00,,,,4
2214,1749,Cancelled,F,2025-04-12 06:20:54+00:00,,,,2
2218,1753,Cancelled,F,2023-10-18 17:27:48+00:00,,,,1
2220,1754,Cancelled,F,2024-12-07 01:27:26+00:00,,,,1
2225,1757,Cancelled,F,2025-03-23 23:06:29+00:00,,,,1
2235,1763,Cancelled,F,2023-06-11 15:35:35+00:00,,,,1
2245,1768,Cancelled,F,2026-03-08 13:47:59+00:00,,,,4
2252,1774,Cancelled,F,2024-02-01 07:52:40+00:00,,,,1
2253,1775,Cancelled,F,2025-01-25 21:40:06+00:00,,,,1
2258,1780,Cancelled,F,2025-10-06 08:58:17+00:00,,,,1
2264,1785,Cancelled,F,2025-07-10 20:08:44+00:00,,,,1
2293,1810,Cancelled,F,2025-10-19 01:56:45+00:00,,,,2
2304,1823,Cancelled,F,2025-02-19 01:48:20+00:00,,,,1
2308,1826,Cancelled,F,2021-02-22 01:37:27+00:00,,,,4
2348,1862,Cancelled,F,2024-06-30 14:21:31+00:00,,,,1
2355,1865,Cancelled,F,2025-10-26 02:43:52+00:00,,,,1
2380,1889,Cancelled,F,2019-11-13 22:31:37+00:00,,,,2
2386,1894,Cancelled,F,2024-05-02 20:56:06+00:00,,,,2
2400,1906,Cancelled,F,2023-08-19 03:23:54+00:00,,,,1
2414,1919,Cancelled,F,2025-09-26 05:38:57+00:00,,,,1
2448,1946,Cancelled,F,2025-11-09 07:59:04+00:00,,,,1
2460,1959,Cancelled,F,2024-12-31 15:46:57+00:00,,,,1
2464,1963,Cancelled,F,2025-12-18 15:03:57+00:00,,,,1
2465,1963,Cancelled,F,2025-11-14 06:17:59+00:00,,,,1
2467,1965,Cancelled,F,2024-11-18 10:08:11+00:00,,,,1
2482,1976,Cancelled,F,2025-08-26 18:02:50+00:00,,,,1
2506,1996,Cancelled,F,2024-01-19 00:02:48+00:00,,,,1
2507,1998,Cancelled,F,2025-02-16 12:40:09+00:00,,,,1
2553,2032,Cancelled,F,2026-03-18 17:06:54.696307+00:00,,,,1
2556,2035,Cancelled,F,2026-02-28 16:55:12+00:00,,,,1
2564,2043,Cancelled,F,2022-08-16 22:32:06+00:00,,,,1
2565,2044,Cancelled,F,2025-07-10 21:23:45+00:00,,,,2
2567,2047,Cancelled,F,2024-05-05 12:46:45+00:00,,,,2
2591,2064,Cancelled,F,2024-07-28 01:41:34+00:00,,,,1
2623,2092,Cancelled,F,2025-12-23 16:59:09+00:00,,,,1
2627,2094,Cancelled,F,2024-07-18 12:46:20+00:00,,,,2
2638,2103,Cancelled,F,2026-03-18 20:58:13+00:00,,,,1
2639,2105,Cancelled,F,2025-02-25 10:31:37+00:00,,,,1
2640,2106,Cancelled,F,2020-04-28 21:49:08+00:00,,,,1
2654,2114,Cancelled,F,2023-06-21 21:35:01+00:00,,,,1
2663,2123,Cancelled,F,2024-06-03 19:39:06+00:00,,,,2
2669,2130,Cancelled,F,2026-01-07 00:36:37+00:00,,,,1
2679,2141,Cancelled,F,2025-10-07 04:39:24+00:00,,,,1
2699,2162,Cancelled,F,2022-08-22 10:29:18+00:00,,,,2
2702,2164,Cancelled,F,2021-07-06 21:17:31+00:00,,,,1
2727,2183,Cancelled,F,2022-02-14 06:49:44+00:00,,,,1
2740,2190,Cancelled,F,2024-10-07 15:08:34+00:00,,,,1
2743,2192,Cancelled,F,2026-02-28 08:05:04+00:00,,,,1
2747,2195,Cancelled,F,2024-03-23 23:48:25+00:00,,,,1
2763,2207,Cancelled,F,2024-03-24 05:22:58+00:00,,,,2
2781,2221,Cancelled,F,2023-10-26 13:37:24+00:00,,,,2
2783,2225,Cancelled,F,2025-11-18 18:57:19+00:00,,,,1
2795,2236,Cancelled,F,2025-07-14 11:25:22+00:00,,,,1
2820,2264,Cancelled,F,2025-03-23 04:28:40+00:00,,,,1
2827,2267,Cancelled,F,2024-06-09 20:17:23+00:00,,,,1
2839,2274,Cancelled,F,2023-05-08 09:56:55+00:00,,,,1
2852,2282,Cancelled,F,2021-07-07 14:55:27+00:00,,,,1
2853,2282,Cancelled,F,2022-08-22 01:39:50+00:00,,,,1
2864,2289,Cancelled,F,2024-11-09 03:55:06+00:00,,,,1
2870,2294,Cancelled,F,2025-08-25 15:34:11+00:00,,,,1
2883,2304,Cancelled,F,2024-01-10 14:39:25+00:00,,,,1
2918,2334,Cancelled,F,2025-02-19 06:34:00+00:00,,,,2
2928,2342,Cancelled,F,2023-11-19 05:55:49+00:00,,,,1
2937,2353,Cancelled,F,2025-11-27 15:52:47+00:00,,,,1
2947,2360,Cancelled,F,2025-10-29 23:09:44+00:00,,,,3
2955,2366,Cancelled,F,2024-03-24 01:44:30+00:00,,,,3
2973,2381,Cancelled,F,2025-03-06 11:39:35+00:00,,,,1
2986,2389,Cancelled,F,2025-05-01 19:59:49+00:00,,,,1
2995,2398,Cancelled,F,2023-10-26 15:08:59+00:00,,,,1
2998,2401,Cancelled,F,2025-06-10 04:19:32+00:00,,,,1
3006,2410,Cancelled,F,2023-06-20 15:59:27+00:00,,,,1
3020,2422,Cancelled,F,2025-12-19 21:11:12+00:00,,,,2
3046,2438,Cancelled,F,2025-07-29 14:52:58+00:00,,,,2
3052,2444,Cancelled,F,2025-12-30 23:54:47+00:00,,,,1
3057,2450,Cancelled,F,2026-03-13 16:07:01+00:00,,,,1
3066,2455,Cancelled,F,2021-11-01 09:17:27+00:00,,,,1
3089,2470,Cancelled,F,2023-11-30 07:19:17+00:00,,,,1
3102,2487,Cancelled,F,2024-06-07 18:24:33+00:00,,,,1
3103,2489,Cancelled,F,2025-02-19 17:02:46+00:00,,,,1
3107,2492,Cancelled,F,2025-06-12 14:44:14+00:00,,,,1
3123,2507,Cancelled,F,2022-12-27 05:06:45+00:00,,,,2
3124,2508,Cancelled,F,2024-02-25 18:57:34+00:00,,,,1
3135,2517,Cancelled,F,2024-10-31 07:08:42+00:00,,,,4
3139,2520,Cancelled,F,2025-07-08 06:30:40+00:00,,,,1
3151,2529,Cancelled,F,2021-09-03 07:13:58+00:00,,,,1
3185,2557,Cancelled,F,2026-03-15 09:23:02.947193+00:00,,,,1
3190,2560,Cancelled,F,2022-11-30 10:04:02+00:00,,,,2
3203,2568,Cancelled,F,2026-03-16 00:23:31.192837+00:00,,,,1
3207,2571,Cancelled,F,2026-03-18 14:32:09.260002+00:00,,,,2
3234,2591,Cancelled,F,2025-10-23 14:38:27+00:00,,,,1
3250,2605,Cancelled,F,2021-08-02 06:13:06+00:00,,,,2
3270,2624,Cancelled,F,2026-02-26 21:23:04+00:00,,,,1
3274,2626,Cancelled,F,2024-08-17 14:52:17+00:00,,,,4
3275,2627,Cancelled,F,2025-05-04 22:44:36+00:00,,,,1
3277,2629,Cancelled,F,2023-02-15 17:33:18+00:00,,,,1
3279,2630,Cancelled,F,2026-02-21 19:23:48+00:00,,,,1
3282,2636,Cancelled,F,2021-09-21 14:57:01+00:00,,,,2
3286,2639,Cancelled,F,2021-07-28 09:59:19+00:00,,,,2
3287,2640,Cancelled,F,2023-01-12 22:08:02+00:00,,,,1
3332,2675,Cancelled,F,2024-05-08 21:32:10+00:00,,,,1
3345,2686,Cancelled,F,2024-04-11 23:36:38+00:00,,,,1
3351,2690,Cancelled,F,2023-10-08 11:16:22+00:00,,,,2
3362,2702,Cancelled,F,2025-12-14 06:24:35+00:00,,,,3
3377,2711,Cancelled,F,2020-12-05 03:25:45+00:00,,,,1
3448,2759,Cancelled,F,2025-08-27 12:35:49+00:00,,,,1
3458,2769,Cancelled,F,2025-07-04 12:48:00+00:00,,,,1
3478,2785,Cancelled,F,2025-05-05 01:58:42+00:00,,,,2
3482,2790,Cancelled,F,2026-01-15 21:40:03+00:00,,,,2
3488,2794,Cancelled,F,2023-10-18 22:02:57+00:00,,,,1
3498,2802,Cancelled,F,2022-11-01 02:18:04+00:00,,,,3
3505,2807,Cancelled,F,2025-10-22 06:48:58+00:00,,,,4
3531,2826,Cancelled,F,2020-08-16 13:23:35+00:00,,,,1
3533,2828,Cancelled,F,2026-02-07 09:41:19+00:00,,,,1
3538,2832,Cancelled,F,2025-11-04 11:13:35+00:00,,,,1
3539,2832,Cancelled,F,2021-10-06 18:40:34+00:00,,,,2
3588,2865,Cancelled,F,2025-12-16 12:25:50+00:00,,,,1
3685,2952,Cancelled,F,2023-12-12 01:52:12+00:00,,,,3
3690,2957,Cancelled,F,2021-07-21 15:49:04+00:00,,,,2
3700,2963,Cancelled,F,2025-03-24 11:27:17+00:00,,,,1
3705,2967,Cancelled,F,2026-01-30 05:28:16+00:00,,,,1
3777,3012,Cancelled,F,2025-10-05 23:25:36+00:00,,,,1
3817,3044,Cancelled,F,2022-11-28 21:13:26+00:00,,,,1
3839,3060,Cancelled,F,2024-12-23 00:30:08+00:00,,,,1
3840,3061,Cancelled,F,2021-09-07 17:59:23+00:00,,,,1
3842,3064,Cancelled,F,2024-11-05 08:39:03+00:00,,,,1
3845,3067,Cancelled,F,2025-10-06 10:17:07+00:00,,,,4
3856,3078,Cancelled,F,2023-04-10 14:21:52+00:00,,,,1
3860,3081,Cancelled,F,2025-05-24 23:10:16+00:00,,,,2
3886,3100,Cancelled,F,2021-10-26 18:35:27+00:00,,,,1
3889,3102,Cancelled,F,2023-09-12 23:19:55+00:00,,,,4
3902,3112,Cancelled,F,2026-01-21 08:20:10+00:00,,,,1
3912,3121,Cancelled,F,2022-09-16 02:30:51+00:00,,,,1
3929,3130,Cancelled,F,2024-05-13 17:17:54+00:00,,,,1
3938,3136,Cancelled,F,2023-08-27 06:49:23+00:00,,,,1
3939,3136,Cancelled,F,2024-07-06 02:02:32+00:00,,,,2
3951,3149,Cancelled,F,2024-10-31 09:12:16+00:00,,,,1
3992,3183,Cancelled,F,2023-08-30 17:28:45+00:00,,,,1
4006,3192,Cancelled,F,2026-01-30 00:09:38+00:00,,,,2
4016,3201,Cancelled,F,2024-10-09 14:09:43+00:00,,,,1
4046,3225,Cancelled,F,2025-08-05 11:42:38+00:00,,,,1
4055,3235,Cancelled,F,2025-09-13 16:55:20+00:00,,,,1
4079,3254,Cancelled,F,2024-07-27 08:39:29+00:00,,,,1
4086,3257,Cancelled,F,2023-10-18 04:54:55+00:00,,,,4
4087,3258,Cancelled,F,2026-03-18 01:38:26.790877+00:00,,,,2
4102,3268,Cancelled,F,2022-11-09 11:19:11+00:00,,,,1
4130,3290,Cancelled,F,2022-01-04 15:08:35+00:00,,,,1
4144,3303,Cancelled,F,2025-07-06 11:43:54+00:00,,,,1
4149,3305,Cancelled,F,2025-07-24 08:55:56+00:00,,,,1
4162,3313,Cancelled,F,2024-06-23 22:04:23+00:00,,,,2
4169,3319,Cancelled,F,2025-03-12 19:16:20+00:00,,,,1
4216,3355,Cancelled,F,2025-08-15 04:18:24+00:00,,,,4
4226,3366,Cancelled,F,2025-06-01 18:51:57+00:00,,,,1
4230,3370,Cancelled,F,2025-03-17 08:14:06+00:00,,,,1
4239,3379,Cancelled,F,2025-09-17 14:13:25+00:00,,,,1
4247,3385,Cancelled,F,2022-07-20 04:44:20+00:00,,,,1
4248,3385,Cancelled,F,2022-05-10 23:34:52+00:00,,,,1
4265,3400,Cancelled,F,2023-01-19 23:59:37+00:00,,,,1
4270,3405,Cancelled,F,2026-02-13 01:48:36+00:00,,,,1
4279,3416,Cancelled,F,2024-08-15 20:06:54+00:00,,,,1
4303,3435,Cancelled,F,2025-09-23 03:09:12+00:00,,,,1
4305,3437,Cancelled,F,2026-02-23 06:58:26+00:00,,,,2
4332,3460,Cancelled,F,2026-01-04 13:02:46+00:00,,,,1
4354,3484,Cancelled,F,2020-04-03 13:10:47+00:00,,,,2
4381,3510,Cancelled,F,2022-12-28 08:28:00+00:00,,,,2
4386,3513,Cancelled,F,2025-01-05 06:16:53+00:00,,,,2
4389,3515,Cancelled,F,2024-03-11 15:23:54+00:00,,,,2
4395,3520,Cancelled,F,2025-05-24 17:37:51+00:00,,,,4
4396,3521,Cancelled,F,2024-05-17 00:33:37+00:00,,,,1
4408,3534,Cancelled,F,2023-08-17 15:44:07+00:00,,,,1
4417,3539,Cancelled,F,2025-01-26 12:32:18+00:00,,,,1
4422,3542,Cancelled,F,2026-02-25 11:06:05+00:00,,,,1
4429,3549,Cancelled,F,2020-12-06 20:47:04+00:00,,,,1
4453,3574,Cancelled,F,2024-11-24 17:29:10+00:00,,,,1
4454,3576,Cancelled,F,2025-10-07 16:44:12+00:00,,,,1
4455,3578,Cancelled,F,2024-04-10 10:56:44+00:00,,,,1
4460,3584,Cancelled,F,2022-08-27 18:02:47+00:00,,,,1
4478,3602,Cancelled,F,2023-12-11 00:27:54+00:00,,,,3
4480,3603,Cancelled,F,2023-12-17 00:07:52+00:00,,,,1
4495,3615,Cancelled,F,2025-10-17 19:13:10+00:00,,,,1
4496,3616,Cancelled,F,2026-03-17 20:13:03.533800+00:00,,,,2
4524,3632,Cancelled,F,2025-01-01 02:36:45+00:00,,,,1
4526,3634,Cancelled,F,2025-08-24 07:26:49+00:00,,,,1
4549,3649,Cancelled,F,2025-06-19 14:14:50+00:00,,,,1
4557,3658,Cancelled,F,2025-11-06 00:24:08+00:00,,,,1
4566,3665,Cancelled,F,2025-10-03 11:39:21+00:00,,,,2
4567,3667,Cancelled,F,2021-10-29 02:48:49+00:00,,,,2
4576,3676,Cancelled,F,2023-05-07 07:49:23+00:00,,,,2
4582,3683,Cancelled,F,2023-12-13 11:37:07+00:00,,,,1
4607,3705,Cancelled,F,2023-12-13 02:50:50+00:00,,,,1
4633,3727,Cancelled,F,2025-06-12 19:06:42+00:00,,,,1
4646,3738,Cancelled,F,2024-02-12 23:09:43+00:00,,,,1
4653,3743,Cancelled,F,2024-02-03 22:58:03+00:00,,,,1
4654,3744,Cancelled,F,2022-04-11 18:14:51+00:00,,,,2
4664,3748,Cancelled,F,2025-02-01 03:24:46+00:00,,,,1
4665,3749,Cancelled,F,2023-10-13 08:14:44+00:00,,,,1
4702,3783,Cancelled,F,2026-03-18 18:52:30+00:00,,,,1
4704,3785,Cancelled,F,2026-02-02 15:15:15+00:00,,,,2
4707,3788,Cancelled,F,2024-10-23 21:59:33+00:00,,,,1
4733,3818,Cancelled,F,2023-08-14 02:39:32+00:00,,,,1
4739,3824,Cancelled,F,2022-07-11 02:09:37+00:00,,,,1
4748,3829,Cancelled,F,2024-08-05 21:15:13+00:00,,,,1
4753,3833,Cancelled,F,2021-05-02 19:44:37+00:00,,,,2
4760,3836,Cancelled,F,2023-03-06 00:16:26+00:00,,,,4
4765,3838,Cancelled,F,2024-08-04 10:34:16+00:00,,,,1
4769,3840,Cancelled,F,2024-02-18 23:29:06+00:00,,,,3
4782,3856,Cancelled,F,2025-09-11 07:11:32+00:00,,,,1
4790,3861,Cancelled,F,2024-12-26 21:23:33+00:00,,,,1
4792,3862,Cancelled,F,2022-04-18 05:56:31+00:00,,,,1
4795,3865,Cancelled,F,2021-03-20 19:32:21+00:00,,,,2
4798,3867,Cancelled,F,2025-07-28 08:48:55+00:00,,,,1
4802,3870,Cancelled,F,2026-03-10 17:57:20+00:00,,,,1
4809,3874,Cancelled,F,2020-08-14 19:44:01+00:00,,,,2
4814,3880,Cancelled,F,2023-09-19 15:29:08+00:00,,,,2
4817,3883,Cancelled,F,2024-12-03 09:15:24+00:00,,,,1
4830,3890,Cancelled,F,2025-12-15 21:41:59+00:00,,,,1
4831,3891,Cancelled,F,2023-08-31 08:10:15+00:00,,,,1
4866,3921,Cancelled,F,2022-10-03 13:50:34+00:00,,,,1
4869,3922,Cancelled,F,2023-02-15 03:50:39+00:00,,,,1
4870,3922,Cancelled,F,2024-12-25 02:11:54+00:00,,,,1
4882,3931,Cancelled,F,2021-08-13 08:10:58+00:00,,,,1
4922,3963,Cancelled,F,2022-12-16 20:34:34+00:00,,,,1
4936,3974,Cancelled,F,2024-09-01 08:43:03+00:00,,,,3
4948,3990,Cancelled,F,2025-12-04 06:28:43+00:00,,,,1
4953,3993,Cancelled,F,2025-06-10 22:27:28+00:00,,,,1
4957,3997,Cancelled,F,2026-03-08 03:56:26+00:00,,,,1
4981,4013,Cancelled,F,2025-03-21 02:07:27+00:00,,,,1
4983,4015,Cancelled,F,2025-09-23 11:13:46+00:00,,,,4
4996,4027,Cancelled,F,2026-03-15 09:25:38.258968+00:00,,,,1
5004,4032,Cancelled,F,2024-07-26 11:09:58+00:00,,,,1
5005,4033,Cancelled,F,2019-06-09 21:03:46+00:00,,,,1
5039,4068,Cancelled,F,2025-11-01 19:46:03+00:00,,,,1
5059,4083,Cancelled,F,2024-12-28 03:06:55+00:00,,,,1
5083,4105,Cancelled,F,2021-10-22 06:23:16+00:00,,,,1
5097,4114,Cancelled,F,2022-09-21 15:14:20+00:00,,,,1
5107,4119,Cancelled,F,2022-12-19 23:16:50+00:00,,,,1
5115,4125,Cancelled,F,2022-01-15 02:20:52+00:00,,,,1
5122,4129,Cancelled,F,2021-05-04 15:49:02+00:00,,,,2
5155,4159,Cancelled,F,2025-12-27 14:05:27+00:00,,,,1
